listing_id,user_id,listing_type,property_type,bedrooms,bathrooms,parking_spaces,land_area_sqm,floor_area_sqm,year_built,region,city,suburb,asking_price,price_display,status,listed_date,sold_date,view_count,enquiry_count,rateable_value
13885,7369,Tender,Apartment,3,1,1,NULL,68.1,2025,Manawatu-Wanganui,Palmerston North,East,NULL,Tender,under_offer,2025-03-08 14:26:58,NULL,1460,142,NULL
13886,481,Tender,Apartment,2,2,1,NULL,69.3,1943,Canterbury,Selwyn,Central,399292.01,Tender,under_offer,2023-08-04 03:41:32,NULL,8730,442,"$316,506"
13887,3119,Sale,Townhouse,2,1,3,222.1,81.9,2024,Bay of Plenty,Whakatane,Central,1485716.99,$1.49M,expired,2023-09-14 05:29:54,NULL,4589,317,"$1,305,236"
13888,7596,Tender,Lifestyle,2,1,2,45732.4,333.8,1930,Bay of Plenty,Whakatane,Central,NULL,Tender,sold,2025-12-27 00:31:52,2026-03-27 00:31:52,932,97,NULL
13889,7566,Rent,Townhouse,3,1,3,841.2,180.0,1995,Auckland,Franklin,Central,983.4,$983pw,active,2026-07-03 12:59:08,NULL,186,13,NULL
13890,8628,Deadline Sale,Rural,5,1,2,49191.1,305.5,1981,Canterbury,Ashburton,East,699354.08,"$699,354",sold,2024-03-12 16:50:40,2024-04-24 16:50:40,6237,470,"$582,329"
13891,7177,Deadline Sale,Townhouse,5,3,2,232.1,213.3,NULL,Manawatu-Wanganui,Palmerston North,South,486856.55,"$486,856",expired,2025-05-04 19:27:55,NULL,1333,97,"$413,960"
13892,9786,Auction,Section,NULL,NULL,NULL,2896.0,NULL,1980,Manawatu-Wanganui,Whanganui,South,255889.91,Auction,withdrawn,2024-01-14 11:25:29,NULL,5069,352,"$195,366"
13893,7801,Auction,Apartment,3,2,2,NULL,138.1,1999,Bay of Plenty,Whakatane,East,NULL,Auction,sold,2023-12-19 12:44:26,2023-12-29 12:44:26,4229,480,NULL
13894,7942,Auction,House,4,2,1,985.5,236.4,1971,Wellington,Wellington City,Mt Victoria,NULL,Auction,sold,2026-04-27 18:01:08,2026-05-17 18:01:08,795,81,NULL
13895,7010,Rent,Townhouse,3,2,2,254.6,218.6,1954,Waikato,Hamilton,Te Rapa,1147.32,$1147pw,expired,2025-08-13 22:24:25,NULL,1722,181,NULL
13896,7726,Auction,House,4,1,2,233.2,160.2,NULL,Waikato,Rotorua,West,NULL,Auction,sold,2025-07-31 04:28:53,2025-08-11 04:28:53,2852,123,NULL
13897,8833,Tender,Townhouse,3,1,1,1087.3,176.9,1952,West Coast,Greymouth,North,NULL,Tender,active,2026-07-13 06:17:20,NULL,155,14,NULL
13898,7458,Rent,House,3,3,3,677.6,168.0,1945,Wellington,Upper Hutt,East,697.25,$697pw,sold,2026-04-11 08:10:03,2026-07-01 08:10:03,924,103,NULL
13899,8174,Auction,House,4,3,2,332.4,274.7,1933,Otago,Queenstown,Jack's Point,1463798.05,Auction,under_offer,2026-07-27 10:09:18,NULL,70,3,"$1,064,836"
13900,7125,Rent,Townhouse,3,2,2,611.6,165.8,1963,Auckland,Manukau,North,855.85,$855pw,sold,2024-08-06 06:39:05,2024-11-25 06:39:05,4171,415,NULL
13901,8634,Auction,Lifestyle,4,1,2,92898.3,138.1,2002,Wellington,Wellington City,Oriental Bay,NULL,Auction,expired,2024-09-25 09:24:37,NULL,1920,183,NULL
13902,7238,Sale,Townhouse,5,1,2,968.0,223.0,1933,Hawkes Bay,Napier,Central,874140.39,"$874,140",expired,2025-02-01 01:16:22,NULL,4274,321,"$632,048"
13903,8020,Rent,House,5,1,2,525.0,148.5,NULL,Canterbury,Timaru,West,799.59,$799pw,expired,2025-10-24 12:32:22,NULL,623,63,NULL
13904,7894,Rent,House,3,3,2,526.0,230.2,1935,Waikato,Tauranga,Otumoetai,656.85,$656pw,sold,2025-02-13 19:31:19,2025-06-01 19:31:19,1893,183,NULL
13905,8879,Rent,House,3,1,2,733.8,86.7,NULL,Waikato,Rotorua,Central,779.87,$779pw,sold,2026-01-08 11:55:49,2026-02-03 11:55:49,1639,130,NULL
13906,7662,Deadline Sale,House,3,2,2,665.4,214.2,1979,Wellington,Porirua,Central,1575795.72,$1.58M,under_offer,2024-07-26 13:37:04,NULL,2487,255,"$1,417,892"
13907,7584,Rent,House,5,2,1,829.1,214.2,1950,Hawkes Bay,Hastings,West,731.53,$731pw,withdrawn,2025-07-19 12:43:08,NULL,2017,79,NULL
13908,8899,Deadline Sale,House,4,2,3,806.5,115.7,1936,Canterbury,Christchurch,Sumner,1050674.46,$1.05M,expired,2025-02-17 18:31:02,NULL,2658,99,"$808,182"
13909,7181,Rent,Rural,3,2,1,47784.8,302.1,1978,Auckland,Franklin,East,1046.19,$1046pw,sold,2024-11-22 14:48:28,2025-02-18 14:48:28,3014,152,NULL
13910,8928,Auction,House,4,2,3,361.1,330.4,2007,Bay of Plenty,Whakatane,Central,NULL,Auction,expired,2026-05-14 19:00:57,NULL,328,31,NULL
13911,8345,Sale,Rural,3,1,1,35834.3,270.2,NULL,Auckland,Waitakere,South,1251806.8,$1.25M,expired,2025-09-12 13:15:26,NULL,838,93,"$878,736"
13912,8541,Rent,House,4,1,3,966.3,162.3,2017,Auckland,Franklin,South,809.26,$809pw,sold,2025-02-14 05:24:17,2025-02-26 05:24:17,3724,392,NULL
13913,13,Auction,Unit,5,1,2,NULL,96.2,NULL,Wellington,Wellington City,Mt Victoria,NULL,Auction,under_offer,2026-06-01 11:15:58,NULL,397,30,NULL
13914,2309,Deadline Sale,House,4,2,2,780.4,196.9,1967,Canterbury,Ashburton,South,1284861.93,$1.28M,sold,2024-02-25 07:12:30,2024-05-18 07:12:30,1871,221,"$1,126,237"
13915,4954,Sale,House,3,3,1,1184.7,205.0,NULL,Canterbury,Timaru,North,1212325.78,$1.21M,expired,2025-11-13 04:47:38,NULL,1241,70,"$1,059,647"
13916,7419,Deadline Sale,Unit,5,3,1,NULL,109.0,1972,Auckland,North Shore,Devonport,2001585.88,$2.00M,under_offer,2023-11-21 19:45:09,NULL,6777,528,"$1,737,616"
13917,7611,Sale,Unit,5,1,2,NULL,295.7,2019,Wellington,Kapiti Coast,North,1483539.31,$1.48M,withdrawn,2023-09-04 22:11:58,NULL,3846,428,"$1,137,502"
13918,7197,Sale,Rural,3,1,2,37316.5,316.3,1958,Auckland,Franklin,East,1251847.74,$1.25M,sold,2025-05-16 01:07:16,2025-08-26 01:07:16,3202,289,"$881,162"
13919,8613,Auction,House,3,2,2,839.1,105.2,NULL,Taranaki,Hawera,North,796883.0,Auction,sold,2023-09-24 23:28:38,2023-11-30 23:28:38,4539,420,"$596,926"
13920,8002,Rent,House,4,1,2,860.6,300.4,1932,Auckland,Waitakere,East,995.73,$995pw,sold,2024-02-13 02:31:15,2024-04-15 02:31:15,3382,257,NULL
13921,7995,Sale,House,4,1,1,809.9,338.3,2017,Bay of Plenty,Rotorua,South,1128755.67,$1.13M,active,2026-07-09 08:56:14,NULL,179,8,"$813,106"
13922,8699,Sale,House,4,1,2,1131.3,215.4,NULL,Canterbury,Waimakariri,West,487411.27,"$487,411",withdrawn,2024-12-24 20:04:40,NULL,4589,362,"$357,153"
13923,7982,Deadline Sale,Unit,3,2,1,NULL,84.7,1981,Waikato,Cambridge,South,1218163.74,$1.22M,sold,2024-12-20 10:35:20,2025-02-03 10:35:20,2158,193,"$865,257"
13924,8819,Auction,House,3,3,2,985.5,146.8,1958,Wellington,Kapiti Coast,West,NULL,Auction,expired,2025-12-23 14:53:16,NULL,795,59,NULL
13925,8692,Auction,Section,NULL,NULL,NULL,3722.8,NULL,NULL,Auckland,Auckland City,Epsom,972787.46,Auction,under_offer,2025-05-28 00:14:00,NULL,2318,94,"$840,211"
13926,7927,Sale,Rural,4,1,3,36547.1,231.2,NULL,Auckland,Papakura,West,2082617.17,$2.08M,sold,2025-05-03 01:02:43,2025-06-26 01:02:43,3245,171,"$1,947,918"
13927,7793,Sale,House,4,2,2,648.2,144.8,1948,West Coast,Hokitika,East,620115.89,"$620,115",sold,2023-08-15 17:18:54,2023-08-26 17:18:54,7580,287,"$581,898"
13928,8318,Auction,Unit,3,2,1,NULL,260.9,2003,Canterbury,Christchurch,Riccarton,481894.91,Auction,sold,2024-07-26 15:06:36,2024-09-26 15:06:36,2291,118,"$409,001"
13929,7706,Sale,Apartment,2,2,1,NULL,51.3,1951,Otago,Dunedin,North East Valley,605149.51,"$605,149",sold,2026-01-31 19:08:33,2026-05-27 19:08:33,1349,78,"$472,971"
13930,7498,Rent,House,2,1,2,468.4,332.3,NULL,Bay of Plenty,Tauranga,Welcome Bay,1180.26,$1180pw,withdrawn,2026-06-17 17:28:36,NULL,478,38,NULL
13931,7237,Rent,Townhouse,3,3,1,265.0,197.9,1940,Gisborne,Gisborne,North,967.94,$967pw,expired,2025-08-20 10:23:51,NULL,2204,257,NULL
13932,7532,Auction,Apartment,2,1,1,NULL,80.4,1997,Auckland,Waitakere,West,NULL,Auction,sold,2024-04-07 10:06:56,2024-06-03 10:06:56,5371,432,NULL
13933,8586,Auction,Lifestyle,3,1,1,12013.6,251.9,1943,Waikato,Hamilton,Chartwell,1725497.8,Auction,expired,2024-02-16 19:34:32,NULL,6324,251,"$1,368,358"
13934,8495,Rent,Apartment,2,1,0,NULL,139.0,2004,Auckland,Franklin,East,447.09,$447pw,sold,2024-09-24 13:29:46,2025-01-12 13:29:46,1635,158,NULL
13935,8955,Deadline Sale,House,4,2,2,1155.3,285.1,1939,Auckland,North Shore,Devonport,2122016.37,$2.12M,sold,2025-11-10 03:48:44,2026-03-08 03:48:44,689,65,"$1,918,466"
13936,7436,Sale,Townhouse,4,2,2,1108.6,163.1,NULL,Auckland,Franklin,East,1380906.59,$1.38M,expired,2024-11-02 23:34:14,NULL,1547,91,"$1,026,133"
13937,8021,Tender,Unit,3,2,2,NULL,231.1,1991,Wellington,Lower Hutt,Wainuiomata,1170650.12,Tender,sold,2023-10-10 01:26:05,2024-01-14 01:26:05,5145,332,"$926,270"
13938,7087,Rent,Townhouse,2,3,3,1115.4,245.9,1937,Auckland,Auckland City,Parnell,463.25,$463pw,under_offer,2025-01-15 13:14:28,NULL,2774,330,NULL
13939,8777,Sale,House,4,1,1,535.1,209.3,1971,Canterbury,Waimakariri,Central,863616.0,"$863,616",sold,2024-07-24 17:04:23,2024-10-17 17:04:23,4185,306,"$807,180"
13940,8316,Sale,Townhouse,3,3,2,256.4,165.1,NULL,Waikato,Tauranga,Welcome Bay,651010.83,"$651,010",sold,2024-11-04 21:42:42,2024-12-02 21:42:42,2979,215,"$551,618"
13941,4029,Tender,Townhouse,5,2,2,1083.4,152.7,NULL,Taranaki,Hawera,North,442078.1,Tender,sold,2026-03-01 01:12:09,2026-04-18 01:12:09,1205,134,"$328,320"
13942,9438,Rent,House,3,2,2,1112.6,226.9,1993,Wellington,Upper Hutt,West,904.93,$904pw,expired,2026-03-24 11:38:01,NULL,911,67,NULL
13943,7494,Auction,Rural,2,1,2,99022.8,312.4,2004,Gisborne,Gisborne,East,631670.1,Auction,expired,2025-04-23 04:16:13,NULL,2780,293,"$457,286"
13944,7902,Sale,Lifestyle,4,3,2,15362.4,300.1,1933,Auckland,Franklin,West,1977054.67,$1.98M,expired,2024-02-14 22:46:10,NULL,4738,501,"$1,624,802"
13945,8353,Sale,Lifestyle,3,2,2,85027.4,271.6,NULL,Wellington,Wellington City,Breaker Bay,1480875.89,$1.48M,expired,2026-05-05 21:39:09,NULL,565,31,"$1,341,820"
13946,8744,Auction,Lifestyle,3,1,3,24872.7,195.4,2019,Auckland,Auckland City,Remuera,3039653.34,Auction,withdrawn,2025-04-27 17:11:17,NULL,2517,135,"$2,471,968"
13947,7176,Sale,Apartment,3,1,1,NULL,52.8,2011,Waikato,Tauranga,Welcome Bay,595977.6,"$595,977",sold,2026-02-08 06:30:31,2026-05-31 06:30:31,1514,50,"$448,858"
13948,7557,Sale,Townhouse,3,3,2,1114.2,157.9,2026,Manawatu-Wanganui,Feilding,North,594902.11,"$594,902",sold,2026-04-05 21:31:30,2026-06-21 21:31:30,405,48,"$526,628"
13949,7477,Sale,Rural,3,2,2,29564.8,346.7,1985,Canterbury,Waimakariri,East,1812020.45,$1.81M,sold,2025-07-21 04:28:14,2025-11-09 04:28:14,1543,96,"$1,500,154"
13950,7522,Deadline Sale,House,5,2,3,305.5,120.7,2011,Auckland,Franklin,West,915959.23,"$915,959",expired,2024-10-16 14:23:46,NULL,4645,480,"$760,678"
13951,8494,Sale,Townhouse,3,2,1,381.7,322.1,NULL,Auckland,Waitakere,Central,1068533.07,$1.07M,sold,2026-06-22 12:47:11,2026-07-28 12:47:11,464,32,"$816,282"
13952,7330,Sale,Unit,2,3,2,NULL,315.0,1944,Nelson-Marlborough,Nelson,West,449487.25,"$449,487",expired,2023-08-13 14:36:50,NULL,4893,551,"$392,080"
13953,7970,Tender,Lifestyle,2,1,1,8545.8,287.3,2024,Auckland,Auckland City,Ponsonby,NULL,Tender,sold,2026-04-15 02:01:41,2026-05-31 02:01:41,683,28,NULL
13954,7215,Auction,House,3,2,3,578.0,349.5,2021,Auckland,Auckland City,St Heliers,NULL,Auction,sold,2025-05-25 05:32:41,2025-07-03 05:32:41,1669,92,NULL
13955,2897,Sale,Section,NULL,NULL,NULL,4716.6,NULL,1958,Canterbury,Timaru,West,476562.14,"$476,562",withdrawn,2025-06-03 03:17:52,NULL,2010,93,"$408,703"
13956,8599,Rent,House,4,1,2,293.3,149.7,2016,Northland,Kerikeri,East,460.46,$460pw,sold,2024-01-23 04:13:03,2024-04-01 04:13:03,7370,317,NULL
13957,8044,Sale,House,4,2,2,794.4,85.5,NULL,Northland,Paihia,West,852267.77,"$852,267",under_offer,2023-08-15 18:56:47,NULL,7256,580,"$773,480"
13958,7391,Rent,House,4,2,3,462.0,331.5,1970,Wellington,Kapiti Coast,South,854.77,$854pw,sold,2023-12-31 09:22:31,2024-03-09 09:22:31,6722,371,NULL
13959,8011,Sale,House,3,2,3,212.6,216.0,1928,Hawkes Bay,Hastings,Central,803804.15,"$803,804",under_offer,2026-07-14 09:08:57,NULL,135,14,"$626,209"
13960,7891,Sale,House,4,3,2,1115.3,178.4,1959,Auckland,Auckland City,St Heliers,779668.62,"$779,668",sold,2024-05-02 00:38:19,2024-08-21 00:38:19,6215,583,"$586,107"
13961,7996,Tender,Townhouse,4,2,2,700.1,128.3,NULL,Taranaki,Hawera,West,NULL,Tender,under_offer,2023-12-29 15:44:35,NULL,7298,275,NULL
13962,8567,Tender,Lifestyle,5,2,3,38804.5,317.3,1968,Auckland,Auckland City,Epsom,NULL,Tender,expired,2026-01-16 22:38:47,NULL,1278,89,NULL
13963,8738,Rent,House,2,2,3,826.4,127.4,1948,Wellington,Lower Hutt,Petone,748.5,$748pw,under_offer,2026-03-11 10:13:44,NULL,531,29,NULL
13964,8060,Tender,House,2,1,3,716.2,86.0,1999,Nelson-Marlborough,Richmond,North,NULL,Tender,expired,2026-01-30 23:10:47,NULL,618,53,NULL
13965,8484,Sale,House,4,1,2,906.5,182.9,1968,Canterbury,Timaru,West,629389.25,"$629,389",sold,2025-10-06 13:00:43,2026-01-29 13:00:43,1060,54,"$484,903"
13966,7617,Rent,House,3,2,2,262.2,169.4,2016,Taranaki,New Plymouth,North,677.81,$677pw,under_offer,2024-05-20 02:45:14,NULL,2473,92,NULL
13967,8247,Deadline Sale,House,4,1,1,984.8,84.9,1960,Otago,Queenstown,Arrowtown,1712190.86,$1.71M,sold,2024-07-25 13:08:08,2024-09-10 13:08:08,3693,248,"$1,286,413"
13968,8568,Auction,Rural,3,2,1,68009.2,225.3,2015,Northland,Kerikeri,East,NULL,Auction,withdrawn,2025-07-11 04:06:49,NULL,1566,120,NULL
13969,8499,Deadline Sale,Rural,4,2,2,93770.8,306.4,1961,Auckland,Waitakere,North,2031718.29,$2.03M,withdrawn,2023-12-16 02:29:41,NULL,5419,235,"$1,798,187"
13970,5901,Deadline Sale,Apartment,2,1,0,NULL,147.0,NULL,Wellington,Lower Hutt,Stokes Valley,485503.58,"$485,503",expired,2025-01-12 13:24:11,NULL,2782,165,"$426,634"
13971,7815,Tender,House,3,1,3,874.8,253.2,1957,Wellington,Lower Hutt,Wainuiomata,877056.88,Tender,under_offer,2024-08-03 06:41:19,NULL,4373,272,"$669,106"
13972,8542,Auction,House,4,1,2,1153.2,170.3,NULL,Wellington,Porirua,East,NULL,Auction,sold,2024-09-27 17:04:29,2024-12-06 17:04:29,3765,343,NULL
13973,7885,Auction,Section,NULL,NULL,NULL,1016.1,NULL,1968,Wellington,Kapiti Coast,Central,309529.56,Auction,under_offer,2026-02-27 03:33:46,NULL,573,35,"$236,180"
13974,7605,Rent,House,3,1,2,792.7,234.9,2019,Waikato,Cambridge,Central,1051.7,$1051pw,under_offer,2026-03-17 22:57:22,NULL,572,39,NULL
13975,8489,Auction,House,4,3,2,1151.3,192.9,1973,Auckland,Franklin,East,NULL,Auction,sold,2025-06-30 09:23:56,2025-08-28 09:23:56,2911,325,NULL
13976,8180,Auction,Rural,2,2,2,65218.3,202.2,NULL,Auckland,Manukau,North,NULL,Auction,expired,2026-05-05 21:02:18,NULL,627,74,NULL
13977,8748,Rent,Apartment,1,1,1,NULL,102.6,2003,Wellington,Wellington City,Kelburn,644.75,$644pw,expired,2026-01-11 09:46:11,NULL,996,82,NULL
13978,7232,Tender,House,4,3,1,546.9,209.0,1985,Auckland,Manukau,Central,NULL,Tender,under_offer,2024-06-08 21:54:42,NULL,2564,185,NULL
13979,7738,Rent,House,2,2,3,940.4,145.9,1957,Wellington,Kapiti Coast,North,1040.36,$1040pw,expired,2025-03-19 17:51:34,NULL,1593,76,NULL
13980,8174,Tender,Unit,3,3,1,NULL,345.6,NULL,Canterbury,Ashburton,South,1372625.82,Tender,under_offer,2024-06-10 23:24:05,NULL,3335,382,"$1,194,873"
13981,7448,Auction,Townhouse,3,3,2,954.5,214.2,1979,Nelson-Marlborough,Richmond,Central,NULL,Auction,under_offer,2023-10-09 13:51:24,NULL,2270,230,NULL
13982,8374,Auction,Section,NULL,NULL,NULL,533.3,NULL,1957,Auckland,North Shore,Devonport,NULL,Auction,sold,2023-09-23 18:04:31,2023-11-06 18:04:31,2465,227,NULL
13983,8092,Auction,Lifestyle,2,2,3,57110.2,336.4,1989,Hawkes Bay,Hastings,West,NULL,Auction,under_offer,2026-01-23 05:13:28,NULL,1076,85,NULL
13984,9911,Sale,House,3,3,2,481.6,132.8,1995,Manawatu-Wanganui,Levin,Central,511940.26,"$511,940",sold,2025-01-11 00:05:21,2025-02-10 00:05:21,3922,149,"$376,065"
13985,1291,Sale,House,3,2,3,440.7,336.6,NULL,Canterbury,Waimakariri,West,482205.77,"$482,205",expired,2025-02-02 06:10:26,NULL,2807,103,"$388,630"
13986,7785,Sale,House,4,2,2,1022.2,327.3,NULL,Manawatu-Wanganui,Levin,West,830017.7,"$830,017",expired,2025-12-24 10:05:49,NULL,1694,120,"$637,062"
13987,8375,Rent,Apartment,1,2,2,NULL,101.3,NULL,Auckland,Manukau,West,713.97,$713pw,expired,2024-10-28 02:21:15,NULL,4906,178,NULL
13988,288,Tender,Section,NULL,NULL,NULL,4943.5,NULL,2015,Bay of Plenty,Mount Maunganui,North,NULL,Tender,sold,2024-12-11 23:14:17,2025-03-05 23:14:17,1510,180,NULL
13989,8231,Deadline Sale,Apartment,2,2,1,NULL,58.8,1961,Taranaki,Stratford,West,265877.87,"$265,877",sold,2024-02-04 13:13:30,2024-05-28 13:13:30,1988,143,"$201,371"
13990,7515,Rent,House,4,3,3,559.8,258.1,NULL,Auckland,Papakura,West,834.32,$834pw,sold,2025-03-07 17:50:37,2025-06-27 17:50:37,1446,131,NULL
13991,8745,Sale,Townhouse,3,3,2,410.0,109.0,NULL,Taranaki,New Plymouth,North,793105.03,"$793,105",under_offer,2024-08-06 11:51:20,NULL,3572,109,"$563,334"
13992,6600,Sale,Townhouse,3,1,2,833.1,102.4,1927,Wellington,Kapiti Coast,Central,1678131.58,$1.68M,sold,2026-01-25 15:15:09,2026-04-16 15:15:09,788,42,"$1,508,217"
13993,9970,Tender,Unit,5,1,2,NULL,128.0,1967,Auckland,Manukau,West,NULL,Tender,expired,2025-08-02 01:12:49,NULL,1453,122,NULL
13994,7898,Auction,House,3,1,2,1150.8,275.9,NULL,Canterbury,Christchurch,New Brighton,1133545.31,Auction,sold,2026-01-06 17:56:21,2026-04-19 17:56:21,1707,199,"$823,255"
13995,8526,Sale,Townhouse,3,3,1,519.0,324.2,1973,Taranaki,Stratford,North,386047.28,"$386,047",expired,2024-12-25 13:59:44,NULL,4654,332,"$323,840"
13996,8999,Rent,Rural,3,1,1,77406.5,215.5,1925,Canterbury,Ashburton,North,551.51,$551pw,expired,2023-11-07 13:32:55,NULL,4969,262,NULL
13997,7148,Sale,House,2,1,2,394.9,262.8,1920,Otago,Dunedin,Maori Hill,1997057.88,$2.00M,sold,2026-02-14 18:27:12,2026-03-06 18:27:12,636,38,"$1,810,324"
13998,7344,Auction,Townhouse,4,3,2,507.9,281.6,1949,Nelson-Marlborough,Nelson,North,NULL,Auction,withdrawn,2025-07-24 19:57:12,NULL,2667,297,NULL
13999,8100,Sale,House,3,2,3,1067.6,171.8,1922,Canterbury,Waimakariri,South,1241757.47,$1.24M,under_offer,2024-05-13 13:35:48,NULL,4025,471,"$1,077,510"
14000,7695,Rent,Rural,4,2,2,53841.0,114.1,NULL,Auckland,Papakura,Central,715.06,$715pw,expired,2025-10-05 14:42:23,NULL,1851,196,NULL
14001,7271,Tender,Townhouse,5,2,3,851.0,280.7,1959,Taranaki,Stratford,Central,361292.42,Tender,sold,2024-01-29 00:20:27,2024-03-14 00:20:27,4446,456,"$303,703"
14002,4994,Rent,Lifestyle,4,2,3,24973.1,156.3,1997,Waikato,Tauranga,Bethlehem,885.21,$885pw,sold,2024-05-05 01:44:00,2024-07-07 01:44:00,6068,634,NULL
14003,8538,Sale,Apartment,1,1,1,NULL,87.6,2015,Manawatu-Wanganui,Feilding,Central,444360.0,"$444,360",under_offer,2024-06-12 15:46:11,NULL,3056,328,"$324,452"
14004,8781,Sale,House,2,1,1,769.1,97.5,1954,Auckland,North Shore,Albany,1675016.55,$1.68M,sold,2025-07-26 23:11:08,2025-09-29 23:11:08,1641,97,"$1,361,295"
14005,7633,Sale,House,4,1,2,1026.5,228.3,1926,Waikato,Cambridge,South,434791.77,"$434,791",expired,2025-05-17 03:48:23,NULL,1700,122,"$379,524"
14006,1498,Sale,House,4,1,2,402.7,158.8,1963,Wellington,Upper Hutt,East,1296754.97,$1.30M,under_offer,2026-04-20 20:06:16,NULL,919,34,"$1,011,918"
14007,5722,Sale,Apartment,1,2,1,NULL,54.4,1920,Canterbury,Timaru,Central,216774.6,"$216,774",sold,2023-10-28 00:40:41,2024-02-16 00:40:41,6479,606,"$178,223"
14008,9872,Rent,Section,NULL,NULL,NULL,3510.2,NULL,NULL,Auckland,Franklin,North,795.11,$795pw,sold,2024-01-16 19:25:41,2024-05-03 19:25:41,6808,499,NULL
14009,8013,Rent,House,2,2,2,1188.7,287.3,1956,Gisborne,Gisborne,South,625.91,$625pw,under_offer,2025-06-20 01:27:32,NULL,1218,104,NULL
14010,8417,Rent,Apartment,3,1,1,NULL,112.5,1994,Wellington,Wellington City,Miramar,991.63,$991pw,sold,2025-08-08 02:42:05,2025-08-16 02:42:05,2130,150,NULL
14011,8185,Rent,Apartment,2,1,0,NULL,55.0,2002,Bay of Plenty,Rotorua,North,417.69,$417pw,expired,2025-05-06 16:39:40,NULL,1337,123,NULL
14012,7124,Sale,House,3,2,1,1126.1,133.3,NULL,Canterbury,Timaru,Central,1138257.43,$1.14M,expired,2024-07-26 10:47:34,NULL,5531,276,"$943,479"
14013,7393,Rent,Apartment,2,2,1,NULL,76.5,1997,Taranaki,Hawera,Central,682.86,$682pw,sold,2024-06-17 08:30:24,2024-08-23 08:30:24,3983,283,NULL
14014,8607,Deadline Sale,House,3,2,3,766.3,219.3,NULL,Gisborne,Gisborne,Central,780921.09,"$780,921",sold,2026-05-08 06:43:38,2026-07-25 06:43:38,262,21,"$610,354"
14015,8021,Sale,House,2,2,3,1069.6,332.2,2018,Waikato,Hamilton,Rototuna,930463.65,"$930,463",expired,2025-08-15 15:48:35,NULL,2820,178,"$689,545"
14016,8086,Rent,House,4,2,2,809.4,216.0,1956,Auckland,Auckland City,St Heliers,662.3,$662pw,sold,2024-03-16 20:03:48,2024-05-23 20:03:48,6320,524,NULL
14017,7544,Auction,Apartment,2,2,0,NULL,82.4,1968,Nelson-Marlborough,Richmond,North,NULL,Auction,expired,2024-05-05 20:33:52,NULL,2707,312,NULL
14018,8261,Sale,Apartment,2,2,0,NULL,71.9,2005,Bay of Plenty,Tauranga,Welcome Bay,323153.1,"$323,153",expired,2025-04-05 09:51:10,NULL,3648,376,"$295,483"
14019,7896,Sale,House,4,2,2,726.1,197.7,2015,Auckland,Manukau,North,2337811.06,$2.34M,sold,2024-01-08 10:40:33,2024-01-24 10:40:33,7396,437,"$1,966,630"
14020,8583,Rent,House,4,1,2,453.1,292.5,1951,Auckland,Manukau,West,362.43,$362pw,sold,2026-05-20 08:27:39,2026-07-05 08:27:39,425,36,NULL
14021,8845,Sale,Townhouse,3,3,2,1095.1,252.9,1933,Auckland,North Shore,Browns Bay,758078.23,"$758,078",under_offer,2023-08-02 18:53:06,NULL,6113,652,"$650,616"
14022,8642,Rent,Townhouse,5,1,2,1135.7,131.6,1951,Auckland,Waitakere,East,895.24,$895pw,expired,2024-05-30 09:19:21,NULL,6505,519,NULL
14023,7745,Auction,House,4,1,2,226.7,230.0,2012,Auckland,Manukau,North,614967.79,Auction,under_offer,2025-07-30 18:11:02,NULL,2915,167,"$437,557"
14024,7903,Sale,House,4,2,1,482.0,324.3,1966,Canterbury,Selwyn,South,649750.84,"$649,750",expired,2023-10-29 05:35:30,NULL,4194,167,"$590,633"
14025,7027,Sale,House,3,2,2,798.5,131.9,2002,Nelson-Marlborough,Nelson,North,726250.77,"$726,250",sold,2023-10-25 06:23:25,2024-01-17 06:23:25,5895,317,"$647,652"
14026,7148,Rent,Lifestyle,4,2,3,78758.4,113.7,1943,Manawatu-Wanganui,Feilding,West,857.21,$857pw,under_offer,2023-12-22 17:37:25,NULL,5372,460,NULL
14027,8646,Sale,Section,NULL,NULL,NULL,1123.2,NULL,2014,Wellington,Wellington City,Miramar,383515.6,"$383,515",expired,2024-09-03 07:40:00,NULL,3316,352,"$302,674"
14028,7088,Sale,Unit,4,3,2,NULL,286.2,NULL,Auckland,Waitakere,North,631130.66,"$631,130",expired,2023-09-29 06:31:27,NULL,5441,307,"$460,166"
14029,3274,Sale,Townhouse,3,1,2,295.4,318.6,2011,Auckland,Franklin,East,2479670.5,$2.48M,expired,2025-06-07 09:51:50,NULL,2537,203,"$2,086,859"
14030,8347,Tender,Rural,3,3,1,96657.9,193.8,2015,Auckland,Papakura,East,2606764.19,Tender,withdrawn,2025-11-24 17:55:52,NULL,636,34,"$2,417,425"
14031,2576,Sale,Apartment,2,1,2,NULL,66.1,1929,Taranaki,Stratford,South,404527.1,"$404,527",expired,2026-02-19 06:44:01,NULL,977,39,"$370,689"
14032,8739,Sale,House,3,2,2,677.9,209.8,1999,Northland,Kaitaia,South,795129.12,"$795,129",withdrawn,2024-01-31 03:12:53,NULL,6147,513,"$598,526"
14033,8386,Sale,Apartment,1,2,1,NULL,44.7,1997,Otago,Queenstown,Arrowtown,469930.77,"$469,930",under_offer,2025-04-15 05:33:05,NULL,2339,213,"$346,193"
14034,8224,Deadline Sale,House,4,2,2,976.0,269.5,1976,Bay of Plenty,Whakatane,West,424274.92,"$424,274",under_offer,2026-07-04 15:35:58,NULL,180,11,"$299,894"
