contact_id,listing_id,listing_source,user_id,product_area,reason,created_date,resolved_date,resolution_time_hours,description,metadata
23485,5797,jobs,5388,Jobs,Technical,2026-07-14 03:14:07,2026-07-15 05:35:47,26.36,Page not loading correctly on mobile,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0006"", ""tags"": [""technical""], ""escalated"": false}"
23486,23953,marketplace,7469,Marketplace,Delivery,2023-12-16 19:55:58,2023-12-24 20:03:25,192.12,Courier lost package,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0008"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23487,4224,motors,4131,Motors,Fraud,2024-05-26 07:30:24,NULL,NULL,Item received does not match description,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0043"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23488,12454,motors,5668,Motors,Billing,2023-12-28 07:02:13,2023-12-29 15:19:58,32.3,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0002"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23489,40361,marketplace,4842,Marketplace,Delivery,2026-07-15 14:58:22,2026-07-19 23:47:53,104.83,Item arrived damaged,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0030"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23490,43426,marketplace,8128,Marketplace,Billing,2025-12-17 23:54:20,2025-12-18 05:06:29,5.2,Charged incorrectly for listing fee,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0007"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23491,16715,motors,2480,Motors,Listing Quality,2024-04-07 19:14:50,2024-04-08 07:45:00,12.5,Description contains misleading information,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0025"", ""tags"": [""listing_quality""], ""escalated"": false}"
23492,17463,motors,5493,Motors,Technical,2023-12-18 21:17:57,2023-12-19 08:46:38,11.48,Page not loading correctly on mobile,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""technical""], ""escalated"": false}"
23493,7822,marketplace,2165,Marketplace,Billing,2024-02-18 14:39:49,2024-02-21 06:03:42,63.4,Subscription billing query,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0012"", ""tags"": [""billing""], ""escalated"": false}"
23494,NULL,NULL,620,Jobs,Account,2025-07-20 03:18:11,2025-07-20 17:52:06,14.57,Account suspended without explanation,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0009"", ""tags"": [""account""], ""escalated"": false}"
23495,14635,marketplace,4076,Marketplace,Fraud,2023-08-22 05:22:28,2023-08-27 01:04:23,115.7,Fake listing reported by multiple users,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0019"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23496,17385,marketplace,7731,Marketplace,Listing Quality,2024-04-09 19:32:23,2024-04-10 11:06:40,15.57,Description contains misleading information,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0010"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
23497,1120,jobs,5552,Jobs,Fraud,2026-05-13 10:11:38,2026-05-15 20:01:35,57.83,Seller not responding after payment,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0046"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
23498,NULL,NULL,1373,Jobs,Account,2025-06-10 05:47:41,2025-06-10 22:30:20,16.71,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0010"", ""tags"": [""account""], ""escalated"": false}"
23499,1090,jobs,1314,Jobs,Technical,2024-05-07 11:58:52,2024-05-07 19:07:31,7.14,Cannot edit listing details,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0014"", ""tags"": [""technical""], ""escalated"": false}"
23500,1631,property,2597,Property,Billing,2025-05-12 16:36:53,2025-05-14 09:36:51,41.0,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing""], ""escalated"": false}"
23501,3253,marketplace,6690,Marketplace,Listing Quality,2023-08-29 04:37:07,2023-08-30 01:59:36,21.37,Description contains misleading information,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0050"", ""tags"": [""listing_quality""], ""escalated"": false}"
23502,34415,marketplace,606,Marketplace,Fraud,2026-01-21 10:12:25,2026-01-25 02:21:17,88.15,Item received does not match description,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0014"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23503,25275,marketplace,7285,Marketplace,Billing,2023-08-22 01:01:46,NULL,NULL,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0034"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23504,1450,property,9134,Property,Listing Quality,2025-06-08 14:55:17,2025-06-09 13:42:00,22.78,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0008"", ""tags"": [""listing_quality""], ""escalated"": false}"
23505,9190,motors,3617,Motors,Fraud,2024-12-13 09:14:14,2024-12-16 03:49:11,66.58,Account appears to be compromised,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0039"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23506,25455,marketplace,9483,Marketplace,Billing,2025-12-21 17:15:20,2025-12-22 01:07:25,7.87,Charged incorrectly for listing fee,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0006"", ""tags"": [""billing""], ""escalated"": false}"
23507,11547,jobs,8206,Jobs,Billing,2025-01-28 15:10:12,2025-01-29 22:08:39,30.97,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0005"", ""tags"": [""billing""], ""escalated"": false}"
23508,NULL,NULL,7616,Jobs,Account,2025-10-24 05:41:34,2025-10-24 09:33:29,3.87,Two-factor authentication issue,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0019"", ""tags"": [""account""], ""escalated"": false}"
23509,17223,motors,7152,Motors,Fraud,2023-10-30 07:37:06,2023-11-03 19:38:38,108.03,Suspicious listing - possible scam,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0018"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
23510,39951,marketplace,1526,Marketplace,Fraud,2024-10-25 09:48:31,2024-10-30 13:54:15,124.1,Fake listing reported by multiple users,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0033"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23511,26588,marketplace,7536,Marketplace,Delivery,2023-09-09 08:33:58,2023-09-12 18:09:34,81.59,Tracking number not valid,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0036"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23512,8442,property,3198,Property,Listing Quality,2024-01-03 11:05:09,2024-01-04 03:36:41,16.53,Photos are stock images not actual item,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0014"", ""tags"": [""listing_quality""], ""escalated"": false}"
23513,11416,property,3319,Property,Listing Quality,2025-11-29 08:10:21,2025-11-29 22:28:00,14.29,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0011"", ""tags"": [""listing_quality""], ""escalated"": false}"
23514,2693,property,844,Property,Listing Quality,2023-12-12 19:18:16,2023-12-13 01:58:19,6.67,Duplicate listing reported,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0030"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
23515,18611,motors,4115,Motors,Fraud,2025-08-17 18:06:43,2025-08-19 01:14:56,31.14,Account appears to be compromised,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0020"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23516,NULL,NULL,1149,Motors,Account,2025-12-20 10:18:20,2025-12-20 20:04:17,9.77,Requesting account deletion,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0026"", ""tags"": [""account""], ""escalated"": false}"
23517,12622,marketplace,9007,Marketplace,Delivery,2025-11-06 03:12:12,2025-11-08 23:32:38,68.34,Item not received after 14 days,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0023"", ""tags"": [""delivery""], ""escalated"": false}"
23518,7104,marketplace,6496,Marketplace,Delivery,2025-08-30 18:30:31,2025-09-03 14:49:23,92.31,Item not received after 14 days,"{""channel"": ""App"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0026"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23519,36529,marketplace,884,Marketplace,Billing,2024-09-20 23:26:40,2024-09-23 01:47:50,50.35,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0034"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23520,7860,marketplace,2538,Marketplace,Fraud,2026-05-15 10:49:31,2026-05-20 04:07:12,113.29,Suspicious listing - possible scam,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0033"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
23521,10418,jobs,2453,Jobs,Billing,2024-03-15 15:04:24,NULL,NULL,Charged incorrectly for listing fee,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing""], ""escalated"": false}"
23522,44880,marketplace,4436,Marketplace,Delivery,2026-05-12 06:36:43,2026-05-15 14:09:04,79.54,Item not received after 14 days,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0022"", ""tags"": [""delivery""], ""escalated"": false}"
23523,5370,property,4961,Property,Fraud,2024-11-07 02:48:50,2024-11-08 15:45:45,36.95,Fake listing reported by multiple users,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0046"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23524,34256,marketplace,7733,Marketplace,Delivery,2025-08-27 12:41:09,2025-08-29 13:16:42,48.59,Item arrived damaged,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0013"", ""tags"": [""delivery""], ""escalated"": false}"
23525,10638,jobs,964,Jobs,Technical,2026-04-05 10:16:06,2026-04-05 17:04:03,6.8,Search results not showing my listing,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""technical""], ""escalated"": false}"
23526,16695,marketplace,1348,Marketplace,Delivery,2025-11-26 23:42:49,2025-11-29 19:58:36,68.26,Wrong item delivered,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0026"", ""tags"": [""delivery""], ""escalated"": false}"
23527,15279,marketplace,3544,Marketplace,Technical,2025-07-20 04:15:34,2025-07-21 14:47:50,34.54,Cannot edit listing details,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0018"", ""tags"": [""technical""], ""escalated"": false}"
23528,48795,marketplace,1960,Marketplace,Billing,2026-06-22 05:35:43,2026-06-22 21:39:59,16.07,Need refund for cancelled listing,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0023"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23529,1492,jobs,9698,Jobs,Delivery,2026-07-14 20:14:50,2026-07-19 05:59:01,105.74,Tracking number not valid,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0002"", ""tags"": [""delivery""], ""escalated"": false}"
23530,16691,motors,3629,Motors,Fraud,2025-06-09 08:21:39,NULL,NULL,Item received does not match description,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23531,NULL,NULL,6956,Jobs,Account,2026-03-24 10:23:18,2026-03-24 21:39:57,11.28,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0026"", ""tags"": [""account""], ""escalated"": false}"
23532,NULL,NULL,4402,Motors,Account,2025-07-10 13:08:06,2025-07-11 06:28:36,17.34,Cannot reset password,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0022"", ""tags"": [""account""], ""escalated"": false}"
23533,32076,marketplace,9677,Marketplace,Billing,2023-10-04 22:35:52,NULL,NULL,Double-charged for feature upgrade,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0025"", ""tags"": [""billing""], ""escalated"": false}"
23534,14295,marketplace,9781,Marketplace,Fraud,2025-10-29 03:44:55,2025-11-01 19:20:16,87.59,Account appears to be compromised,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0029"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23535,9978,motors,4439,Motors,Listing Quality,2023-11-24 20:32:00,2023-11-25 05:23:13,8.85,Listing has incorrect category,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0006"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
23536,13421,marketplace,4575,Marketplace,Delivery,2023-09-24 15:18:54,2023-09-29 10:30:08,115.19,Wrong item delivered,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0044"", ""tags"": [""delivery""], ""escalated"": false}"
23537,44571,marketplace,3506,Marketplace,Billing,2024-05-10 20:45:43,2024-05-13 11:49:39,63.07,Need refund for cancelled listing,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0036"", ""tags"": [""billing""], ""escalated"": false}"
23538,5418,marketplace,5915,Marketplace,Technical,2023-08-20 13:33:42,2023-08-21 05:05:44,15.53,Search results not showing my listing,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0028"", ""tags"": [""technical""], ""escalated"": false}"
23539,12566,property,6154,Property,Technical,2024-07-30 20:40:14,2024-07-31 22:39:20,25.99,Unable to upload photos to listing,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0015"", ""tags"": [""technical""], ""escalated"": false}"
23540,7443,motors,5511,Motors,Delivery,2025-11-23 05:02:34,2025-11-28 13:06:29,128.07,Item arrived damaged,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23541,NULL,NULL,851,Marketplace,Account,2026-07-18 14:01:03,2026-07-18 18:06:35,4.09,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0032"", ""tags"": [""account""], ""escalated"": false}"
23542,36093,marketplace,7564,Marketplace,Fraud,2025-10-12 00:01:57,2025-10-14 10:12:32,58.18,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0005"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23543,NULL,NULL,8205,Motors,Account,2025-03-29 05:27:13,2025-03-29 22:58:15,17.52,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0033"", ""tags"": [""account""], ""escalated"": false}"
23544,690,property,9737,Property,Technical,2026-01-23 01:03:08,2026-01-24 03:31:53,26.48,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""technical""], ""escalated"": false}"
23545,8153,jobs,6802,Jobs,Fraud,2025-08-06 08:44:06,2025-08-10 10:40:31,97.94,Seller not responding after payment,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23546,799,property,4991,Property,Listing Quality,2026-05-04 10:25:25,2026-05-05 05:19:56,18.91,Price seems unrealistic,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0042"", ""tags"": [""listing_quality""], ""escalated"": false}"
23547,3817,jobs,715,Jobs,Billing,2025-01-30 21:51:41,2025-01-31 12:12:26,14.35,Subscription billing query,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0005"", ""tags"": [""billing""], ""escalated"": false}"
23548,NULL,NULL,1762,Marketplace,Account,2024-10-14 08:15:19,2024-10-14 14:12:43,5.96,Need to update email address,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0035"", ""tags"": [""account""], ""escalated"": false}"
23549,21040,marketplace,1006,Marketplace,Fraud,2026-05-18 16:49:47,2026-05-22 17:44:29,96.91,Fake listing reported by multiple users,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0030"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23550,NULL,NULL,6515,Marketplace,Account,2025-07-24 13:02:29,2025-07-24 17:31:02,4.48,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0033"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
23551,1329,property,100,Property,Billing,2025-11-10 07:57:25,2025-11-10 23:48:02,15.84,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0024"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23552,NULL,NULL,3346,Marketplace,Account,2026-01-05 16:14:22,2026-01-06 01:47:50,9.56,Need to update email address,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0010"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
23553,NULL,NULL,1956,Jobs,Account,2024-03-06 22:11:01,NULL,NULL,Cannot reset password,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0009"", ""tags"": [""account""], ""escalated"": false}"
23554,12073,motors,2619,Motors,Listing Quality,2024-07-30 07:33:53,2024-07-31 01:22:06,17.8,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""listing_quality""], ""escalated"": false}"
23555,17944,marketplace,3453,Marketplace,Delivery,2023-10-21 21:03:53,2023-10-29 07:51:52,178.8,Item not received after 14 days,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0039"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23556,3819,property,925,Property,Listing Quality,2025-09-28 07:04:28,2025-09-29 03:55:33,20.85,Listing has incorrect category,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0042"", ""tags"": [""listing_quality""], ""escalated"": false}"
23557,13890,jobs,3324,Jobs,Fraud,2024-03-24 23:30:08,2024-03-29 19:48:15,116.3,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0010"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23558,10290,jobs,708,Jobs,Delivery,2023-10-13 03:48:17,2023-10-16 09:38:51,77.84,Tracking number not valid,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23559,NULL,NULL,6472,Marketplace,Account,2023-10-27 21:03:08,NULL,NULL,Need to update email address,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0047"", ""tags"": [""account""], ""escalated"": false}"
23560,8393,property,4939,Property,Delivery,2024-03-31 00:19:59,2024-04-01 20:48:34,44.48,Tracking number not valid,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""delivery""], ""escalated"": false}"
23561,14887,motors,6685,Motors,Technical,2025-06-14 02:13:39,2025-06-15 09:04:26,30.85,Cannot edit listing details,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0030"", ""tags"": [""technical""], ""escalated"": false}"
23562,40831,marketplace,4560,Marketplace,Billing,2024-12-08 11:28:03,2024-12-09 01:22:36,13.91,Payment not processed correctly,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0037"", ""tags"": [""billing""], ""escalated"": false}"
23563,10408,property,211,Property,Listing Quality,2025-06-15 18:54:51,2025-06-16 06:38:18,11.72,Photos are stock images not actual item,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0010"", ""tags"": [""listing_quality""], ""escalated"": false}"
23564,13448,property,9006,Property,Listing Quality,2024-11-12 13:19:19,2024-11-12 15:48:12,2.48,Price seems unrealistic,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0047"", ""tags"": [""listing_quality""], ""escalated"": false}"
23565,14870,property,4139,Property,Billing,2024-11-28 16:26:48,2024-11-29 15:11:10,22.74,Payment not processed correctly,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23566,1797,motors,3811,Motors,Listing Quality,2025-03-20 12:49:39,2025-03-20 19:32:50,6.72,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0012"", ""tags"": [""listing_quality""], ""escalated"": false}"
23567,278,jobs,9848,Jobs,Delivery,2026-04-12 13:19:33,2026-04-20 17:17:58,195.97,Item not received after 14 days,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0045"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23568,NULL,NULL,1970,Marketplace,Account,2023-11-28 16:28:14,2023-11-28 19:31:19,3.05,Need to update email address,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0044"", ""tags"": [""account""], ""escalated"": false}"
23569,9471,motors,4956,Motors,Listing Quality,2024-04-28 16:51:36,2024-04-29 04:27:59,11.61,Photos are stock images not actual item,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0047"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
23570,2577,property,4291,Property,Fraud,2024-03-10 13:00:56,2024-03-14 18:34:54,101.57,Fake listing reported by multiple users,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0044"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23571,41017,marketplace,7724,Marketplace,Delivery,2024-11-02 16:48:54,2024-11-07 17:43:08,120.9,Wrong item delivered,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0047"", ""tags"": [""delivery""], ""escalated"": false}"
23572,36330,marketplace,6883,Marketplace,Technical,2026-01-21 00:02:07,2026-01-21 20:57:40,20.93,Cannot edit listing details,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""technical""], ""escalated"": false}"
23573,12682,property,6640,Property,Listing Quality,2023-08-24 00:47:00,NULL,NULL,Description contains misleading information,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0017"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
23574,14460,property,8706,Property,Listing Quality,2026-03-19 02:47:47,2026-03-19 14:55:10,12.12,Price seems unrealistic,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0038"", ""tags"": [""listing_quality""], ""escalated"": false}"
23575,13142,marketplace,9640,Marketplace,Billing,2025-12-09 16:51:36,2025-12-10 12:05:35,19.23,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0036"", ""tags"": [""billing""], ""escalated"": false}"
23576,6193,property,3133,Property,Listing Quality,2025-07-22 10:27:28,2025-07-22 21:46:36,11.32,Listing has incorrect category,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0028"", ""tags"": [""listing_quality""], ""escalated"": false}"
23577,13558,motors,7382,Motors,Listing Quality,2025-12-17 01:03:01,2025-12-17 06:25:54,5.38,Duplicate listing reported,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0036"", ""tags"": [""listing_quality""], ""escalated"": false}"
23578,3842,marketplace,4045,Marketplace,Technical,2024-12-18 19:40:14,2024-12-19 16:42:40,21.04,Page not loading correctly on mobile,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""technical""], ""escalated"": false}"
23579,4505,jobs,6661,Jobs,Technical,2025-03-28 22:41:58,2025-03-29 02:24:53,3.72,Cannot edit listing details,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0043"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
23580,3364,jobs,9233,Jobs,Billing,2026-08-25 05:08:12,2026-08-26 21:47:35,40.66,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0014"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
23581,NULL,NULL,5033,Jobs,Account,2026-02-08 19:33:02,2026-02-09 00:09:25,4.61,Need to update email address,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0035"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
23582,14177,motors,8913,Motors,Billing,2024-10-10 06:36:18,NULL,NULL,Charged incorrectly for listing fee,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""billing""], ""escalated"": false}"
23583,44033,marketplace,7522,Marketplace,Billing,2025-07-12 16:23:40,2025-07-14 18:25:46,50.04,Need refund for cancelled listing,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0045"", ""tags"": [""billing""], ""escalated"": false}"
23584,19749,motors,4294,Motors,Fraud,2025-03-18 07:16:13,NULL,NULL,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0004"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
23585,19744,marketplace,3795,Marketplace,Delivery,2025-02-22 09:11:37,NULL,NULL,Courier lost package,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0001"", ""tags"": [""delivery""], ""escalated"": false}"
23586,17943,marketplace,7635,Marketplace,Delivery,2025-07-27 07:40:52,2025-08-02 17:06:45,153.43,Item arrived damaged,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0020"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
23587,16728,marketplace,3585,Marketplace,Delivery,2025-10-29 00:44:37,2025-11-02 09:53:11,105.14,Item not received after 14 days,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0024"", ""tags"": [""delivery""], ""escalated"": false}"
23588,NULL,NULL,429,Marketplace,Account,2026-08-06 16:09:47,2026-08-06 23:08:01,6.97,Requesting account deletion,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0032"", ""tags"": [""account""], ""escalated"": false}"
