listing_id,user_id,category,subcategory,title,condition,asking_price,buy_now_price,region,city,status,listed_date,close_date,sold_date,shipping_available,accepts_offers,view_count,watchlist_count,bid_count
36216,4404,Sports,Golf,Used - Good Nike Golf Item,Used - Good,1081.55,1277.15,Auckland,Manukau,sold,2025-07-31 23:35:30,2025-08-09 23:35:30,2025-08-11 23:35:30,True,False,659,37,6
36217,7267,Clothing,Women's,Used - Good Breville Women's Item,Used - Good,299.71,347.61,Northland,Paihia,sold,2023-12-03 17:28:13,2023-12-13 17:28:13,2023-12-08 17:28:13,False,True,2086,270,7
36218,6971,Collectables,Stamps,Used - Average Hasbro Stamps Item,Used - Average,2920.7,3378.54,Canterbury,Christchurch,sold,2026-06-15 21:01:52,2026-06-23 21:01:52,2026-06-18 21:01:52,True,True,224,40,0
36219,2580,Sports,Water Sports,Used - Good Shimano Water Sports Item,Used - Good,1917.44,NULL,Auckland,Franklin,sold,2025-10-06 01:58:12,2025-10-14 01:58:12,2025-10-07 01:58:12,True,False,389,41,4
36220,7451,Electronics,Cameras,Used - Like New Fisher & Paykel Cameras Item,Used - Like New,460.73,NULL,Taranaki,Stratford,sold,2024-12-12 21:47:35,2024-12-24 21:47:35,2024-12-20 21:47:35,False,False,865,70,5
36221,8783,Computers,Desktops,Used - Average Sony Desktops Item,Used - Average,1709.07,2030.04,Wellington,Wellington City,sold,2024-12-26 06:26:08,2025-01-02 06:26:08,2025-01-06 06:26:08,True,False,1000,185,1
36222,4457,Electronics,Phones,Used - Like New Trek Phones Item,Used - Like New,2639.93,2997.6,Manawatu-Wanganui,Levin,withdrawn,2025-06-18 05:33:03,2025-06-26 05:33:03,NULL,True,True,850,115,3
36223,551,Electronics,Cameras,Used - Like New Shimano Cameras Item,Used - Like New,2253.14,2493.96,Wellington,Lower Hutt,withdrawn,2026-04-13 10:36:16,2026-04-23 10:36:16,NULL,True,True,239,19,2
36224,465,Computers,Peripherals,Used - Like New Fisher & Paykel Peripherals Item,Used - Like New,3774.15,4539.91,Auckland,Manukau,sold,2023-11-22 01:42:52,2023-12-03 01:42:52,2023-12-02 01:42:52,True,True,1918,243,3
36225,8563,Toys & Games,Outdoor Toys,New LG Outdoor Toys Item,New,484.64,NULL,Auckland,Franklin,closed,2024-10-05 14:40:01,2024-10-15 14:40:01,NULL,True,False,1622,258,2
36226,8487,Toys & Games,Building Sets,New Kathmandu Building Sets Item,New,281.16,344.53,Canterbury,Timaru,closed,2024-08-17 14:46:21,2024-08-30 14:46:21,NULL,True,True,1465,255,2
36227,1648,Baby & Kids,Car Seats,Used - Like New Breville Car Seats Item,Used - Like New,476.3,NULL,Auckland,Manukau,sold,2026-01-09 16:30:51,2026-01-22 16:30:51,2026-01-22 16:30:51,True,True,270,43,2
36228,9094,Baby & Kids,Maternity,Used - Like New Giant Maternity Item,Used - Like New,324.66,NULL,Wellington,Porirua,closed,2026-04-13 15:55:02,2026-04-25 15:55:02,NULL,True,True,375,40,2
36229,4666,Health & Beauty,Fragrance,Used - Good Adidas Fragrance Item,Used - Good,102.58,NULL,Auckland,North Shore,closed,2026-07-29 18:25:51,2026-08-05 18:25:51,NULL,True,False,59,6,2
36230,1539,Home & Living,Appliances,Used - Like New Lego Appliances Item,Used - Like New,399.69,499.68,Wellington,Kapiti Coast,closed,2026-08-01 12:53:33,2026-08-09 12:53:33,NULL,True,False,41,4,2
36231,5115,Sports,Running,Used - Like New Giant Running Item,Used - Like New,121.77,141.34,Bay of Plenty,Mount Maunganui,sold,2026-08-07 20:00:21,2026-08-20 20:00:21,2026-08-17 20:00:21,False,True,18,2,3
36232,9438,Baby & Kids,Nursery,Used - Good Breville Nursery Item,Used - Good,443.12,520.41,Canterbury,Ashburton,sold,2025-04-23 06:53:31,2025-05-03 06:53:31,2025-05-05 06:53:31,True,True,1488,141,6
36233,5873,Toys & Games,Puzzles,Used - Good Breville Puzzles Item,Used - Good,358.32,414.46,Auckland,Franklin,withdrawn,2024-12-29 10:52:08,2025-01-06 10:52:08,NULL,True,True,1758,319,1
36234,7754,Electronics,TVs,Used - Good Kathmandu TVs Item,Used - Good,174.01,NULL,Canterbury,Christchurch,sold,2023-11-04 07:14:15,2023-11-16 07:14:15,2023-11-15 07:14:15,True,False,1731,307,2
36235,8418,Books & Music,Non-Fiction,Used - Like New Shimano Non-Fiction Item,Used - Like New,16.38,20.83,Auckland,North Shore,closed,2023-12-14 13:39:49,2023-12-26 13:39:49,NULL,True,True,1411,264,2
36236,6645,Clothing,Women's,Used - Like New Fisher & Paykel Women's Item,Used - Like New,431.63,519.87,Canterbury,Timaru,sold,2024-04-01 23:01:53,2024-04-12 23:01:53,2024-04-13 23:01:53,True,False,2005,231,8
36237,2600,Computers,Desktops,New Apple Desktops Item,New,4263.84,5351.5,Wellington,Porirua,sold,2025-05-15 19:49:49,2025-05-29 19:49:49,2025-05-28 19:49:49,False,True,1009,52,7
36238,9527,Home & Living,Bedding,Used - Average LG Bedding Item,Used - Average,345.45,NULL,Nelson-Marlborough,Blenheim,closed,2025-11-10 00:30:08,2025-11-22 00:30:08,NULL,False,True,501,84,1
36239,2679,Electronics,Tablets,New Dyson Tablets Item,New,231.7,NULL,Auckland,North Shore,sold,2026-04-21 13:42:51,2026-04-29 13:42:51,2026-04-28 13:42:51,True,False,381,29,3
36240,4532,Books & Music,Instruments,New Nike Instruments Item,New,118.16,130.14,Bay of Plenty,Mount Maunganui,withdrawn,2024-01-17 21:36:10,2024-01-30 21:36:10,NULL,True,True,2350,418,1
36241,2397,Clothing,Men's,New Dyson Men's Item,New,123.73,139.38,Otago,Oamaru,closed,2023-11-02 03:49:40,2023-11-12 03:49:40,NULL,True,False,1109,217,0
36242,3088,Computers,Peripherals,Used - Like New Fisher & Paykel Peripherals Item,Used - Like New,4286.35,4952.73,Wellington,Wellington City,withdrawn,2026-05-30 00:04:22,2026-06-06 00:04:22,NULL,False,False,183,25,1
36243,8756,Clothing,Men's,New LG Men's Item,New,336.07,430.43,Auckland,Waitakere,withdrawn,2026-01-06 16:38:27,2026-01-18 16:38:27,NULL,True,True,625,38,2
36244,9977,Health & Beauty,Fragrance,Used - Average Trek Fragrance Item,Used - Average,425.26,468.0,Auckland,North Shore,closed,2025-02-16 19:26:55,2025-02-23 19:26:55,NULL,True,True,841,78,0
36245,5911,Sports,Cycling,New Apple Cycling Item,New,906.76,NULL,Manawatu-Wanganui,Whanganui,sold,2023-11-06 02:14:14,2023-11-17 02:14:14,2023-11-08 02:14:14,False,False,1774,270,6
36246,7379,Toys & Games,Board Games,New Hasbro Board Games Item,New,17.81,19.83,Canterbury,Timaru,sold,2023-11-12 16:15:57,2023-11-22 16:15:57,2023-11-21 16:15:57,True,True,1872,264,5
36247,1065,Baby & Kids,Car Seats,Used - Good Adidas Car Seats Item,Used - Good,123.86,137.69,Auckland,Auckland City,sold,2026-03-11 16:24:51,2026-03-21 16:24:51,2026-03-24 16:24:51,True,True,433,53,6
36248,3947,Computers,Peripherals,Used - Good Kathmandu Peripherals Item,Used - Good,3636.11,4639.61,Auckland,Manukau,sold,2025-11-20 19:18:24,2025-11-29 19:18:24,2025-12-02 19:18:24,True,True,551,53,2
36249,1886,Computers,Storage,Used - Like New Hasbro Storage Item,Used - Like New,1902.03,2384.3,Waikato,Tauranga,sold,2025-04-15 20:44:34,2025-04-22 20:44:34,2025-04-19 20:44:34,False,True,480,73,3
36250,1157,Health & Beauty,Fragrance,Used - Good Fisher & Paykel Fragrance Item,Used - Good,332.83,389.86,Auckland,Manukau,sold,2025-12-02 20:43:30,2025-12-12 20:43:30,2025-12-06 20:43:30,True,False,467,93,2
36251,7380,Clothing,Children's,Used - Average Nike Children's Item,Used - Average,279.91,322.11,Bay of Plenty,Mount Maunganui,sold,2026-06-21 01:43:07,2026-06-28 01:43:07,2026-07-02 01:43:07,True,False,166,19,1
36252,4186,Home & Living,Bedding,Used - Like New Apple Bedding Item,Used - Like New,392.48,NULL,Northland,Kaitaia,closed,2025-03-02 09:40:07,2025-03-11 09:40:07,NULL,True,False,701,81,2
36253,1433,Computers,Networking,New LG Networking Item,New,3842.48,4790.84,Canterbury,Ashburton,sold,2023-10-12 14:15:51,2023-10-22 14:15:51,2023-10-13 14:15:51,True,False,2816,163,8
36254,4642,Toys & Games,Board Games,New Fisher & Paykel Board Games Item,New,475.62,556.89,Northland,Kaitaia,sold,2024-05-24 05:58:45,2024-06-02 05:58:45,2024-05-26 05:58:45,True,False,1017,90,2
36255,1904,Collectables,Antiques,Used - Average Sony Antiques Item,Used - Average,525.12,604.17,Wellington,Upper Hutt,sold,2025-09-13 06:27:18,2025-09-21 06:27:18,2025-09-20 06:27:18,False,True,906,89,1
36256,213,Baby & Kids,Feeding,Used - Good Samsung Feeding Item,Used - Good,440.49,NULL,Auckland,Waitakere,closed,2026-06-13 15:17:52,2026-06-23 15:17:52,NULL,True,True,80,9,3
36257,92,Books & Music,Vinyl Records,Used - Like New Breville Vinyl Records Item,Used - Like New,277.24,332.53,Auckland,Manukau,sold,2026-08-16 04:35:17,2026-08-28 04:35:17,2026-08-23 04:35:17,False,False,57,8,4
36258,414,Toys & Games,Puzzles,Used - Good Apple Puzzles Item,Used - Good,116.52,NULL,Wellington,Wellington City,sold,2024-04-27 00:26:55,2024-05-05 00:26:55,2024-04-29 00:26:55,True,True,982,146,8
36259,2787,Books & Music,Fiction,New Hasbro Fiction Item,New,423.63,NULL,Canterbury,Timaru,sold,2025-05-07 07:08:14,2025-05-21 07:08:14,2025-05-17 07:08:14,False,True,1307,126,8
36260,8174,Toys & Games,Puzzles,New Breville Puzzles Item,New,478.18,616.4,Auckland,Auckland City,sold,2025-09-17 15:08:45,2025-09-27 15:08:45,2025-09-20 15:08:45,True,False,572,38,5
36261,5932,Collectables,Antiques,New Nike Antiques Item,New,1029.1,NULL,Auckland,Manukau,closed,2025-11-09 02:35:05,2025-11-22 02:35:05,NULL,True,True,666,133,2
36262,1087,Collectables,Stamps,Used - Average Trek Stamps Item,Used - Average,3859.14,NULL,Manawatu-Wanganui,Levin,sold,2025-02-26 19:39:33,2025-03-12 19:39:33,2025-03-06 19:39:33,True,True,989,88,7
36263,6027,Toys & Games,Puzzles,Used - Good Apple Puzzles Item,Used - Good,183.78,220.43,Wellington,Lower Hutt,closed,2024-12-15 07:43:06,2024-12-24 07:43:06,NULL,False,True,1295,229,3
36264,8415,Computers,Networking,Used - Average Samsung Networking Item,Used - Average,2555.58,NULL,Canterbury,Waimakariri,withdrawn,2023-11-27 16:50:58,2023-12-07 16:50:58,NULL,True,True,1653,235,3
36265,4659,Baby & Kids,Nursery,Used - Good Apple Nursery Item,Used - Good,388.66,430.54,Waikato,Rotorua,closed,2024-11-07 00:28:54,2024-11-18 00:28:54,NULL,True,True,1722,124,2
36266,2204,Electronics,Phones,Used - Good Hasbro Phones Item,Used - Good,48.01,NULL,Auckland,North Shore,closed,2023-11-24 21:23:46,2023-12-01 21:23:46,NULL,True,False,2188,297,1
36267,8312,Home & Living,Kitchen,New LG Kitchen Item,New,285.36,369.8,Southland,Te Anau,sold,2025-12-20 09:03:18,2025-12-27 09:03:18,2026-01-03 09:03:18,True,True,366,29,5
36268,2962,Clothing,Women's,Used - Like New Giant Women's Item,Used - Like New,151.96,170.69,Canterbury,Ashburton,sold,2023-12-02 11:38:09,2023-12-14 11:38:09,2023-12-15 11:38:09,True,True,2171,266,0
36269,3612,Computers,Components,New Fisher & Paykel Components Item,New,4803.82,5789.35,Auckland,Auckland City,closed,2025-10-03 21:57:21,2025-10-10 21:57:21,NULL,True,True,258,26,0
36270,2284,Home & Living,Appliances,New Fisher & Paykel Appliances Item,New,331.1,413.93,Southland,Gore,sold,2025-10-31 20:07:50,2025-11-12 20:07:50,2025-11-08 20:07:50,True,True,718,108,0
36271,2915,Baby & Kids,Feeding,Used - Like New Samsung Feeding Item,Used - Like New,398.15,451.86,Otago,Oamaru,sold,2025-03-22 07:06:30,2025-04-02 07:06:30,2025-04-01 07:06:30,True,True,505,56,0
36272,4957,Home & Living,Kitchen,Used - Like New Kathmandu Kitchen Item,Used - Like New,491.61,555.87,Auckland,Manukau,closed,2024-12-17 05:51:31,2024-12-27 05:51:31,NULL,True,False,1003,124,2
36273,539,Health & Beauty,Skincare,New Apple Skincare Item,New,339.61,387.53,Waikato,Cambridge,closed,2025-10-15 13:23:06,2025-10-23 13:23:06,NULL,True,True,838,64,2
36274,1245,Home & Living,Appliances,Used - Good LG Appliances Item,Used - Good,286.64,NULL,Canterbury,Waimakariri,closed,2025-12-02 00:42:36,2025-12-13 00:42:36,NULL,True,True,707,121,3
36275,3964,Books & Music,Vinyl Records,Used - Good LG Vinyl Records Item,Used - Good,37.44,44.61,Waikato,Cambridge,closed,2023-08-24 21:59:04,2023-09-03 21:59:04,NULL,True,False,2393,421,1
36276,7003,Collectables,Coins,Used - Average Hasbro Coins Item,Used - Average,525.39,641.31,Auckland,Franklin,sold,2025-03-30 21:10:21,2025-04-08 21:10:21,2025-04-05 21:10:21,False,True,873,60,7
36277,8934,Home & Living,Garden,New Lego Garden Item,New,356.86,403.5,Canterbury,Ashburton,closed,2025-05-02 10:05:56,2025-05-14 10:05:56,NULL,True,False,1332,265,2
36278,1528,Health & Beauty,Haircare,Used - Good Samsung Haircare Item,Used - Good,107.07,NULL,Waikato,Taupo,closed,2024-05-23 18:51:34,2024-06-02 18:51:34,NULL,False,False,1520,103,3
36279,2787,Home & Living,Bedding,Used - Like New Hasbro Bedding Item,Used - Like New,284.59,336.83,Taranaki,Hawera,closed,2026-02-23 08:52:57,2026-03-08 08:52:57,NULL,True,True,441,28,2
36280,2070,Baby & Kids,Nursery,Used - Like New Nike Nursery Item,Used - Like New,411.29,525.64,Wellington,Upper Hutt,closed,2023-11-02 22:04:48,2023-11-14 22:04:48,NULL,True,True,2726,156,1
36281,690,Electronics,Tablets,Used - Good Giant Tablets Item,Used - Good,1723.76,2113.01,Bay of Plenty,Tauranga,sold,2025-09-17 21:13:55,2025-09-27 21:13:55,2025-09-28 21:13:55,False,True,425,57,0
36282,6671,Sports,Water Sports,Used - Like New Sony Water Sports Item,Used - Like New,1301.69,NULL,Bay of Plenty,Rotorua,closed,2024-03-28 11:31:48,2024-04-11 11:31:48,NULL,True,False,976,74,0
36283,4308,Clothing,Shoes,New Nike Shoes Item,New,48.18,59.89,Northland,Kerikeri,sold,2024-01-12 06:39:09,2024-01-24 06:39:09,2024-01-24 06:39:09,False,False,2370,446,0
36284,2063,Clothing,Accessories,New Sony Accessories Item,New,66.32,NULL,Canterbury,Selwyn,closed,2025-11-09 12:37:33,2025-11-17 12:37:33,NULL,True,True,792,46,1
36285,8040,Collectables,Art,New Breville Art Item,New,1035.12,NULL,Auckland,Waitakere,sold,2023-11-03 06:17:54,2023-11-14 06:17:54,2023-11-14 06:17:54,True,True,1774,286,7
36286,3116,Electronics,Tablets,Used - Average LG Tablets Item,Used - Average,737.6,943.97,Bay of Plenty,Rotorua,sold,2025-05-17 23:39:59,2025-05-31 23:39:59,2025-05-18 23:39:59,True,True,1338,203,7
36287,8011,Clothing,Accessories,New Breville Accessories Item,New,137.33,NULL,Waikato,Tauranga,sold,2025-02-10 03:47:44,2025-02-17 03:47:44,2025-02-18 03:47:44,False,True,915,61,1
36288,6874,Health & Beauty,Skincare,Used - Good Sony Skincare Item,Used - Good,51.65,58.91,Auckland,Waitakere,sold,2024-11-17 00:37:38,2024-12-01 00:37:38,2024-11-30 00:37:38,True,False,1842,185,5
36289,1752,Electronics,Audio,Used - Good Dyson Audio Item,Used - Good,240.84,NULL,Auckland,Auckland City,closed,2024-05-22 15:11:16,2024-06-05 15:11:16,NULL,True,False,712,138,2
36290,6613,Baby & Kids,Nursery,New Kathmandu Nursery Item,New,49.01,NULL,Taranaki,Stratford,withdrawn,2023-12-28 23:34:19,2024-01-10 23:34:19,NULL,False,True,2926,316,1
36291,460,Toys & Games,Building Sets,Used - Good Dyson Building Sets Item,Used - Good,188.2,241.2,Wellington,Porirua,closed,2023-11-26 21:27:03,2023-12-03 21:27:03,NULL,True,False,3031,173,3
36292,2280,Electronics,Laptops,Used - Average Sony Laptops Item,Used - Average,2476.13,NULL,Auckland,Auckland City,withdrawn,2026-01-24 07:57:02,2026-02-07 07:57:02,NULL,True,False,555,63,0
36293,5924,Electronics,Tablets,Used - Like New Dyson Tablets Item,Used - Like New,2118.08,NULL,Wellington,Lower Hutt,closed,2024-06-08 07:34:09,2024-06-18 07:34:09,NULL,True,False,468,93,2
36294,4232,Home & Living,Furniture,Used - Good Lego Furniture Item,Used - Good,68.7,80.44,Auckland,Waitakere,sold,2026-06-24 01:49:55,2026-07-01 01:49:55,2026-06-26 01:49:55,False,True,224,36,2
36295,7712,Electronics,Gaming Consoles,Used - Good Hasbro Gaming Consoles Item,Used - Good,2596.77,NULL,Auckland,Auckland City,closed,2025-01-08 23:42:47,2025-01-19 23:42:47,NULL,True,False,1466,215,0
36296,5595,Toys & Games,Outdoor Toys,Used - Like New Nike Outdoor Toys Item,Used - Like New,84.86,NULL,Wellington,Kapiti Coast,closed,2026-01-24 09:44:33,2026-01-31 09:44:33,NULL,True,False,373,46,3
36297,6796,Clothing,Men's,Used - Like New Giant Men's Item,Used - Like New,211.01,NULL,Wellington,Lower Hutt,sold,2025-10-10 06:09:37,2025-10-22 06:09:37,2025-10-24 06:09:37,True,False,309,46,3
36298,4145,Home & Living,Garden,New Shimano Garden Item,New,463.77,514.86,Canterbury,Timaru,sold,2024-12-25 08:07:31,2025-01-02 08:07:31,2024-12-29 08:07:31,True,False,1121,163,6
36299,6674,Toys & Games,Puzzles,Used - Like New Sony Puzzles Item,Used - Like New,223.79,NULL,Auckland,Franklin,withdrawn,2025-05-05 16:11:46,2025-05-19 16:11:46,NULL,True,True,757,129,0
36300,598,Health & Beauty,Supplements,Used - Good Trek Supplements Item,Used - Good,499.7,553.29,Waikato,Cambridge,closed,2024-03-16 12:56:21,2024-03-23 12:56:21,NULL,True,False,2379,346,0
36301,7403,Collectables,Antiques,New Shimano Antiques Item,New,3517.06,NULL,Auckland,North Shore,sold,2025-12-31 19:48:57,2026-01-07 19:48:57,2026-01-12 19:48:57,False,True,339,34,0
36302,2399,Health & Beauty,Supplements,Used - Good Giant Supplements Item,Used - Good,230.2,NULL,Auckland,Franklin,closed,2025-11-26 01:29:06,2025-12-03 01:29:06,NULL,False,True,298,32,2
36303,4099,Toys & Games,Building Sets,Used - Like New Sony Building Sets Item,Used - Like New,417.37,504.03,Auckland,Papakura,sold,2023-10-15 05:36:23,2023-10-23 05:36:23,2023-10-20 05:36:23,True,True,2932,530,7
36304,8761,Toys & Games,Building Sets,Used - Like New Breville Building Sets Item,Used - Like New,431.31,NULL,Canterbury,Christchurch,sold,2025-06-11 16:45:23,2025-06-22 16:45:23,2025-06-16 16:45:23,True,True,743,59,0
36305,8769,Books & Music,Fiction,New Trek Fiction Item,New,439.86,485.35,Northland,Kaitaia,sold,2024-11-26 17:55:28,2024-12-03 17:55:28,2024-12-10 17:55:28,True,True,1730,94,7
36306,7561,Computers,Desktops,Used - Good Kathmandu Desktops Item,Used - Good,3348.02,3876.29,Canterbury,Waimakariri,withdrawn,2025-04-29 18:56:05,2025-05-11 18:56:05,NULL,True,False,1101,160,2
36307,7347,Books & Music,Vinyl Records,Used - Average Fisher & Paykel Vinyl Records Item,Used - Average,16.3,20.9,Manawatu-Wanganui,Whanganui,closed,2025-03-06 22:34:51,2025-03-14 22:34:51,NULL,False,True,915,57,1
36308,2746,Books & Music,Instruments,Used - Good Lego Instruments Item,Used - Good,164.54,NULL,Canterbury,Ashburton,sold,2024-09-09 22:42:36,2024-09-22 22:42:36,2024-09-11 22:42:36,True,True,1824,91,0
36309,3965,Collectables,Antiques,New Shimano Antiques Item,New,4937.17,NULL,Auckland,North Shore,sold,2026-06-12 06:48:01,2026-06-19 06:48:01,2026-06-15 06:48:01,False,True,126,8,8
36310,5864,Health & Beauty,Supplements,Used - Good Sony Supplements Item,Used - Good,317.07,NULL,Bay of Plenty,Rotorua,closed,2026-04-21 19:28:21,2026-04-29 19:28:21,NULL,True,True,331,40,3
36311,8991,Collectables,Coins,New Lego Coins Item,New,4809.73,NULL,Bay of Plenty,Tauranga,sold,2026-07-31 16:52:05,2026-08-07 16:52:05,2026-08-02 16:52:05,True,True,63,3,7
36312,5374,Electronics,Gaming Consoles,New Apple Gaming Consoles Item,New,821.95,1018.69,Gisborne,Gisborne,sold,2024-05-25 22:01:55,2024-06-08 22:01:55,2024-05-26 22:01:55,True,False,2426,423,5
36313,6439,Home & Living,Lighting,Used - Like New Hasbro Lighting Item,Used - Like New,231.71,295.6,Auckland,Waitakere,sold,2024-12-18 23:42:32,2024-12-29 23:42:32,2024-12-25 23:42:32,True,True,1358,215,7
36314,9121,Home & Living,Lighting,Used - Like New Fisher & Paykel Lighting Item,Used - Like New,126.72,162.44,Otago,Dunedin,closed,2026-07-21 07:04:20,2026-07-31 07:04:20,NULL,False,True,69,8,2
36315,8998,Health & Beauty,Supplements,New Breville Supplements Item,New,266.7,NULL,Hawkes Bay,Napier,sold,2024-04-22 23:52:29,2024-05-02 23:52:29,2024-04-29 23:52:29,True,True,2593,215,6
36316,2596,Baby & Kids,Car Seats,Used - Good Shimano Car Seats Item,Used - Good,379.75,NULL,Waikato,Hamilton,sold,2024-03-22 06:50:20,2024-04-04 06:50:20,2024-03-23 06:50:20,True,True,2017,254,7
36317,421,Books & Music,Non-Fiction,Used - Good Kathmandu Non-Fiction Item,Used - Good,105.21,NULL,Waikato,Taupo,sold,2024-09-30 08:00:52,2024-10-14 08:00:52,2024-10-10 08:00:52,True,False,634,40,3
36318,2616,Books & Music,Non-Fiction,Used - Good Nike Non-Fiction Item,Used - Good,294.17,358.18,Bay of Plenty,Whakatane,sold,2025-03-31 01:13:29,2025-04-09 01:13:29,2025-04-14 01:13:29,True,True,589,117,5
36319,3687,Toys & Games,Building Sets,Used - Like New Giant Building Sets Item,Used - Like New,266.59,NULL,Hawkes Bay,Hastings,closed,2023-09-14 06:05:09,2023-09-28 06:05:09,NULL,True,False,2991,177,1
36320,4099,Clothing,Men's,Used - Good Sony Men's Item,Used - Good,226.75,NULL,Hawkes Bay,Havelock North,sold,2023-10-09 13:07:24,2023-10-19 13:07:24,2023-10-22 13:07:24,True,False,1469,203,3
36321,2226,Clothing,Accessories,Used - Like New Dyson Accessories Item,Used - Like New,240.42,277.47,Auckland,Franklin,sold,2026-03-02 11:25:17,2026-03-09 11:25:17,2026-03-09 11:25:17,True,True,269,25,7
36322,9936,Books & Music,CDs,Used - Like New Dyson CDs Item,Used - Like New,381.99,NULL,Bay of Plenty,Mount Maunganui,closed,2024-11-30 17:49:43,2024-12-13 17:49:43,NULL,True,False,1557,265,0
36323,6587,Health & Beauty,Haircare,New Fisher & Paykel Haircare Item,New,325.47,NULL,Canterbury,Christchurch,closed,2025-10-21 16:26:47,2025-10-28 16:26:47,NULL,False,True,610,113,1
36324,6921,Health & Beauty,Skincare,Used - Good LG Skincare Item,Used - Good,70.5,NULL,Auckland,Auckland City,closed,2025-03-07 18:48:30,2025-03-14 18:48:30,NULL,True,False,1416,134,3
36325,7019,Baby & Kids,Prams,New Apple Prams Item,New,212.74,264.14,Auckland,Papakura,closed,2024-12-20 13:11:45,2024-12-29 13:11:45,NULL,True,True,1440,274,3
36326,5778,Computers,Desktops,Used - Good Nike Desktops Item,Used - Good,2476.54,NULL,Auckland,Franklin,closed,2025-12-12 14:11:59,2025-12-22 14:11:59,NULL,True,True,684,59,3
36327,7210,Home & Living,Kitchen,Used - Like New Trek Kitchen Item,Used - Like New,143.63,NULL,Auckland,North Shore,closed,2025-05-09 08:44:09,2025-05-17 08:44:09,NULL,True,True,797,124,3
36328,1128,Computers,Storage,Used - Like New Adidas Storage Item,Used - Like New,4033.94,5172.46,Wellington,Lower Hutt,sold,2025-03-11 05:57:41,2025-03-23 05:57:41,2025-03-14 05:57:41,False,False,987,53,8
36329,2267,Clothing,Children's,Used - Like New Breville Children's Item,Used - Like New,419.29,497.19,West Coast,Westport,closed,2024-02-16 06:51:27,2024-03-01 06:51:27,NULL,True,False,2518,423,0
36330,1913,Health & Beauty,Skincare,New Trek Skincare Item,New,69.89,NULL,Bay of Plenty,Tauranga,closed,2025-11-27 08:25:20,2025-12-05 08:25:20,NULL,False,True,585,30,2
36331,6608,Home & Living,Furniture,Used - Like New Shimano Furniture Item,Used - Like New,290.19,372.05,Canterbury,Selwyn,sold,2025-08-28 02:37:47,2025-09-10 02:37:47,2025-09-01 02:37:47,True,False,792,98,5
36332,241,Toys & Games,Building Sets,Used - Good LG Building Sets Item,Used - Good,341.51,384.97,Waikato,Taupo,closed,2024-02-05 19:02:22,2024-02-13 19:02:22,NULL,True,True,537,69,1
36333,4982,Sports,Golf,New Sony Golf Item,New,1297.21,1488.48,Hawkes Bay,Havelock North,sold,2026-07-22 02:31:56,2026-08-02 02:31:56,2026-08-01 02:31:56,False,False,125,9,2
36334,9794,Toys & Games,Puzzles,Used - Good Giant Puzzles Item,Used - Good,433.27,562.85,Canterbury,Selwyn,sold,2026-02-06 12:33:01,2026-02-18 12:33:01,2026-02-13 12:33:01,True,True,499,85,5
36335,9925,Baby & Kids,Nursery,Used - Good Trek Nursery Item,Used - Good,31.52,34.95,Nelson-Marlborough,Richmond,sold,2026-07-25 05:50:40,2026-08-05 05:50:40,2026-08-01 05:50:40,True,True,107,17,2
36336,9496,Books & Music,Instruments,New Samsung Instruments Item,New,12.77,NULL,Waikato,Hamilton,withdrawn,2025-01-14 23:13:39,2025-01-22 23:13:39,NULL,True,False,1226,88,0
36337,301,Computers,Networking,Used - Like New Shimano Networking Item,Used - Like New,2220.77,2772.58,Canterbury,Selwyn,closed,2025-05-03 01:18:19,2025-05-16 01:18:19,NULL,True,True,1249,209,2
36338,8556,Electronics,Cameras,Used - Good LG Cameras Item,Used - Good,1405.0,NULL,Auckland,Auckland City,closed,2026-01-02 05:24:23,2026-01-11 05:24:23,NULL,True,True,591,45,1
36339,1655,Computers,Storage,Used - Good Hasbro Storage Item,Used - Good,3981.28,4484.33,Bay of Plenty,Rotorua,closed,2023-12-28 05:47:33,2024-01-09 05:47:33,NULL,True,True,2154,326,0
36340,107,Computers,Storage,Used - Like New LG Storage Item,Used - Like New,2113.94,NULL,Canterbury,Timaru,sold,2024-08-10 23:48:24,2024-08-19 23:48:24,2024-08-23 23:48:24,True,True,1152,59,2
36341,5882,Electronics,Tablets,Used - Average Breville Tablets Item,Used - Average,1199.54,NULL,Otago,Queenstown,closed,2024-05-14 12:16:10,2024-05-27 12:16:10,NULL,False,False,1781,311,3
36342,2447,Sports,Water Sports,Used - Good Hasbro Water Sports Item,Used - Good,1017.87,NULL,Southland,Te Anau,closed,2025-11-20 06:30:34,2025-12-04 06:30:34,NULL,True,True,745,138,2
36343,7155,Home & Living,Lighting,Used - Good Giant Lighting Item,Used - Good,370.13,NULL,Waikato,Rotorua,closed,2026-07-28 09:28:54,2026-08-06 09:28:54,NULL,True,True,130,20,2
36344,717,Health & Beauty,Fragrance,New Trek Fragrance Item,New,88.84,NULL,Wellington,Upper Hutt,closed,2024-08-23 14:24:47,2024-08-30 14:24:47,NULL,False,False,528,29,2
36345,696,Electronics,TVs,Used - Good Samsung TVs Item,Used - Good,263.97,300.55,Manawatu-Wanganui,Whanganui,sold,2024-01-03 04:15:41,2024-01-11 04:15:41,2024-01-17 04:15:41,True,True,1440,138,2
36346,7432,Books & Music,Fiction,Used - Like New Giant Fiction Item,Used - Like New,56.19,66.78,Auckland,Waitakere,withdrawn,2024-12-26 09:56:33,2025-01-07 09:56:33,NULL,True,True,521,67,0
