ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
46670,CMP-04667,14890,marketplace,Marketplace,Banner,4647,185,340.05,2026-05-25,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46671,CMP-04668,28476,marketplace,Marketplace,Highlight,660,30,12.91,2024-07-20,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46672,CMP-04668,40886,marketplace,Marketplace,Sponsored,2622,124,254.94,2023-10-26,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46673,CMP-04668,9674,motors,Motors,Featured,1021,36,63.79,2025-07-14,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46674,CMP-04668,14005,motors,Motors,Banner,3450,160,224.75,2025-08-03,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46675,CMP-04668,9967,motors,Motors,Gallery,826,10,14.61,2024-11-10,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46676,CMP-04668,19117,motors,Motors,Highlight,587,24,60.67,2024-10-12,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46677,CMP-04668,6021,property,Property,Highlight,437,15,43.38,2024-02-13,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46678,CMP-04668,4149,jobs,Jobs,Featured,1554,109,145.38,2026-05-15,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46679,CMP-04668,6397,motors,Motors,Highlight,753,33,50.51,2026-01-25,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46680,CMP-04668,11478,motors,Motors,Highlight,121,4,6.92,2024-08-21,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46681,CMP-04669,10106,jobs,Jobs,Highlight,475,23,38.03,2025-10-22,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 10000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46682,CMP-04669,14581,property,Property,Highlight,84,2,1.78,2024-04-22,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
46683,CMP-04669,32666,marketplace,Marketplace,Gallery,533,12,27.72,2025-10-03,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46684,CMP-04669,3138,motors,Motors,Highlight,324,14,34.52,2024-12-30,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 500, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46685,CMP-04669,5615,jobs,Jobs,Gallery,367,15,16.54,2026-08-20,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46686,CMP-04669,35079,marketplace,Marketplace,Banner,6549,166,333.13,2024-07-04,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
46687,CMP-04669,11577,motors,Motors,Sponsored,4597,87,130.9,2025-12-29,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46688,CMP-04669,1085,property,Property,Sponsored,1421,25,111.02,2024-04-09,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46689,CMP-04669,7845,motors,Motors,Sponsored,3636,129,288.4,2024-04-05,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46690,CMP-04669,3419,jobs,Jobs,Highlight,93,4,8.29,2025-02-11,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46691,CMP-04670,25482,marketplace,Marketplace,Sponsored,3701,148,314.84,2023-10-13,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46692,CMP-04670,41329,marketplace,Marketplace,Featured,1283,92,224.68,2026-02-08,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46693,CMP-04670,6844,property,Property,Featured,845,31,118.48,2024-01-11,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46694,CMP-04670,13864,motors,Motors,Highlight,234,8,9.11,2024-08-03,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 1000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46695,CMP-04670,19717,marketplace,Marketplace,Highlight,588,21,9.64,2026-01-06,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46696,CMP-04670,8659,jobs,Jobs,Banner,8751,102,123.01,2024-07-28,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46697,CMP-04670,36975,marketplace,Marketplace,Highlight,110,1,1.19,2025-02-16,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46698,CMP-04670,12260,marketplace,Marketplace,Sponsored,2596,112,256.66,2024-08-17,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46699,CMP-04670,10996,property,Property,Highlight,733,16,72.52,2025-09-23,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46700,CMP-04670,4617,property,Property,Sponsored,3388,77,208.84,2025-06-26,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46701,CMP-04671,1373,marketplace,Marketplace,Featured,738,21,11.23,2023-10-18,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46702,CMP-04671,6947,property,Property,Gallery,182,5,21.6,2024-06-14,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46703,CMP-04671,8190,marketplace,Marketplace,Featured,1496,59,143.89,2023-12-26,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46704,CMP-04671,8297,property,Property,Highlight,881,32,99.56,2025-08-13,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46705,CMP-04671,14306,property,Property,Gallery,617,19,58.53,2024-08-10,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46706,CMP-04671,5113,motors,Motors,Sponsored,1548,19,30.82,2026-04-23,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46707,CMP-04671,4167,motors,Motors,Banner,6556,76,176.86,2025-11-21,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46708,CMP-04671,4241,property,Property,Featured,220,14,21.02,2025-08-30,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46709,CMP-04671,22855,marketplace,Marketplace,Highlight,545,9,11.13,2025-05-23,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46710,CMP-04671,14595,property,Property,Gallery,730,14,48.3,2023-12-07,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46711,CMP-04672,15538,marketplace,Marketplace,Gallery,136,2,0.5,2025-03-14,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46712,CMP-04672,5926,motors,Motors,Featured,909,27,95.7,2024-03-06,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 500, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46713,CMP-04672,37636,marketplace,Marketplace,Featured,1813,48,19.9,2025-09-26,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 5000, ""target_audience"": ""All Ages"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46714,CMP-04672,7178,motors,Motors,Featured,1031,31,31.24,2026-07-13,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46715,CMP-04672,3797,property,Property,Banner,6196,176,563.95,2025-02-14,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46716,CMP-04672,11631,jobs,Jobs,Sponsored,322,12,23.07,2025-05-29,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
46717,CMP-04672,12376,marketplace,Marketplace,Featured,618,32,15.78,2025-12-26,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
46718,CMP-04672,5584,motors,Motors,Highlight,520,21,13.31,2026-07-29,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46719,CMP-04672,9792,property,Property,Sponsored,1595,40,179.43,2025-02-03,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46720,CMP-04672,32506,marketplace,Marketplace,Gallery,728,22,31.88,2024-07-04,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
46721,CMP-04673,2632,property,Property,Gallery,475,7,29.4,2023-09-10,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
46722,CMP-04673,8686,motors,Motors,Featured,100,3,3.81,2026-05-17,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 2000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46723,CMP-04673,16831,motors,Motors,Featured,1636,83,304.76,2026-04-14,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46724,CMP-04673,8177,motors,Motors,Sponsored,3371,126,165.96,2025-12-04,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46725,CMP-04673,8261,property,Property,Gallery,169,7,26.39,2026-06-06,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46726,CMP-04673,2614,motors,Motors,Banner,6744,322,661.63,2024-02-08,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
46727,CMP-04673,14903,jobs,Jobs,Banner,1331,54,17.13,2025-10-19,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46728,CMP-04673,6868,property,Property,Featured,827,45,174.41,2024-10-22,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 500, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
46729,CMP-04673,4252,marketplace,Marketplace,Featured,289,17,10.34,2025-12-16,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46730,CMP-04673,30634,marketplace,Marketplace,Sponsored,2523,108,203.08,2024-05-13,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46731,CMP-04674,18694,motors,Motors,Featured,1928,85,153.63,2026-01-26,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46732,CMP-04674,3013,motors,Motors,Banner,5134,181,163.99,2024-10-02,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
46733,CMP-04674,17118,motors,Motors,Highlight,292,9,9.63,2025-09-06,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 5000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
46734,CMP-04674,9278,property,Property,Sponsored,2756,40,142.01,2023-08-22,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
46735,CMP-04674,7051,jobs,Jobs,Highlight,694,7,17.19,2026-05-08,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46736,CMP-04674,23377,marketplace,Marketplace,Highlight,982,22,24.7,2025-08-08,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46737,CMP-04674,22481,marketplace,Marketplace,Sponsored,1183,26,20.22,2024-01-17,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
46738,CMP-04674,2839,jobs,Jobs,Sponsored,627,10,12.39,2025-09-21,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46739,CMP-04674,28348,marketplace,Marketplace,Featured,260,18,28.89,2023-10-19,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46740,CMP-04674,16939,marketplace,Marketplace,Highlight,716,10,7.99,2025-12-29,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46741,CMP-04675,28054,marketplace,Marketplace,Highlight,53,1,0.55,2024-12-01,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46742,CMP-04675,7323,property,Property,Highlight,820,25,123.58,2026-03-24,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46743,CMP-04675,1183,property,Property,Gallery,332,15,73.23,2026-03-21,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46744,CMP-04675,45359,marketplace,Marketplace,Featured,1874,71,138.92,2024-09-15,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46745,CMP-04675,16718,motors,Motors,Highlight,793,15,27.91,2023-10-29,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46746,CMP-04675,35310,marketplace,Marketplace,Gallery,429,16,34.7,2023-12-14,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46747,CMP-04675,15669,motors,Motors,Banner,7613,352,1064.53,2025-10-26,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 5000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46748,CMP-04675,1956,property,Property,Featured,1967,109,458.08,2025-05-17,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
46749,CMP-04675,32902,marketplace,Marketplace,Highlight,815,15,35.18,2025-08-11,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 5000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46750,CMP-04675,19990,marketplace,Marketplace,Featured,941,57,12.16,2025-12-30,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46751,CMP-04676,12773,motors,Motors,Featured,1024,27,13.43,2024-07-13,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
46752,CMP-04676,9561,property,Property,Featured,257,4,4.96,2025-11-26,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46753,CMP-04676,6954,property,Property,Sponsored,858,31,127.47,2023-12-19,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46754,CMP-04676,42200,marketplace,Marketplace,Banner,5111,161,367.01,2024-01-06,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 50000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46755,CMP-04676,2433,motors,Motors,Sponsored,4720,184,366.74,2023-11-26,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46756,CMP-04676,123,motors,Motors,Featured,689,42,29.35,2024-12-04,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46757,CMP-04676,42922,marketplace,Marketplace,Sponsored,1732,70,74.9,2025-10-17,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 500, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46758,CMP-04676,10331,property,Property,Highlight,297,5,24.5,2024-05-19,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
46759,CMP-04676,10631,property,Property,Featured,506,25,12.51,2025-08-26,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
46760,CMP-04676,12354,motors,Motors,Highlight,276,9,31.38,2025-01-01,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46761,CMP-04677,976,property,Property,Highlight,796,13,29.19,2024-01-31,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
46762,CMP-04677,6613,motors,Motors,Gallery,792,13,28.91,2025-08-15,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
46763,CMP-04677,3220,property,Property,Gallery,176,2,4.15,2026-05-11,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46764,CMP-04677,5020,jobs,Jobs,Featured,1373,41,8.36,2024-08-18,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 2000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
46765,CMP-04677,15136,motors,Motors,Highlight,62,1,1.59,2026-02-23,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
46766,CMP-04677,3035,marketplace,Marketplace,Featured,768,13,17.39,2024-05-06,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46767,CMP-04677,37498,marketplace,Marketplace,Featured,175,12,11.83,2024-06-11,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
46768,CMP-04677,9453,property,Property,Gallery,759,19,39.77,2023-12-06,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46769,CMP-04677,12509,motors,Motors,Sponsored,2790,43,74.53,2026-06-21,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
46770,CMP-04677,6810,property,Property,Banner,5816,246,268.97,2025-03-14,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46771,CMP-04678,33316,marketplace,Marketplace,Highlight,527,19,7.15,2025-12-05,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
46772,CMP-04678,6439,motors,Motors,Highlight,215,2,5.66,2024-06-11,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
46773,CMP-04678,20533,marketplace,Marketplace,Sponsored,1317,14,5.64,2025-10-13,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
46774,CMP-04678,11326,jobs,Jobs,Highlight,268,12,22.04,2024-12-01,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46775,CMP-04678,12631,property,Property,Featured,638,14,21.06,2025-06-22,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 500, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
46776,CMP-04678,14298,motors,Motors,Gallery,190,5,17.67,2025-07-16,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46777,CMP-04678,9914,property,Property,Highlight,799,35,134.96,2025-02-06,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
46778,CMP-04678,892,property,Property,Sponsored,4445,199,694.14,2024-07-08,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
46779,CMP-04678,10068,jobs,Jobs,Highlight,745,29,57.73,2026-04-13,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
46780,CMP-04678,5527,property,Property,Featured,570,20,45.31,2025-06-09,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
46781,CMP-04679,3035,property,Property,Highlight,615,6,3.07,2024-03-25,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
46782,CMP-04679,12144,jobs,Jobs,Highlight,527,7,6.7,2025-02-27,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
