listing_id,user_id,industry,subcategory,role_type,employment_type,title,salary_min,salary_max,salary_display,region,city,status,listed_date,close_date,remote_option,experience_level,view_count,application_count
13920,7561,Construction,Project Managers,Contract,Full Time,Project Manager,116063.19,133504.84,$64/hour,Hawkes Bay,Hastings,filled,2024-12-22 03:25:50,2025-01-14 03:25:50,False,Senior,3303,1
13921,7788,Healthcare,Caregivers,Permanent,Full Time,Healthcare Assistant,78127.72,99734.45,"$78,127-$99,734",Wellington,Porirua,closed,2025-05-02 11:34:50,2025-05-16 11:34:50,False,Mid,2056,6
13922,7958,Technology,UX Designers,Temporary,Full Time,QA Engineer,112371.06,139391.25,$112k-$139k,Auckland,Papakura,closed,2024-09-10 22:55:37,2024-10-06 22:55:37,False,Senior,3480,2
13923,8007,Accounting,Financial Controllers,Permanent,Full Time,Tax Accountant,176231.48,209339.42,$176k-$209k,Waikato,Rotorua,filled,2024-10-02 06:36:58,2024-10-28 06:36:58,True,Executive,3641,3
13924,8143,Construction,Electricians,Permanent,Full Time,Quantity Surveyor,NULL,NULL,Negotiable,Canterbury,Waimakariri,expired,2024-03-07 16:04:10,2024-03-30 16:04:10,False,Mid,2548,6
13925,8814,Legal,Lawyers,Permanent,Full Time,Senior Lawyer,66127.33,81871.52,"$66,127-$81,871",Auckland,Auckland City,filled,2026-05-23 05:00:28,2026-06-16 05:00:28,False,Mid,549,4
13926,8479,Hospitality,Chefs,Permanent,Casual,Head Chef,77316.84,91495.91,"$77,316-$91,495",Canterbury,Christchurch,closed,2024-01-03 16:11:18,2024-02-09 16:11:18,False,Mid,3619,2
13927,7255,Healthcare,Mental Health,Permanent,Full Time,Physiotherapist,45506.76,59063.01,"$45,506-$59,063",Auckland,Franklin,filled,2025-12-18 13:05:06,2026-01-13 13:05:06,False,Entry,1118,4
13928,7766,Accounting,Management Accountants,Permanent,Full Time,Tax Accountant,51230.06,58841.32,"$51,230-$58,841",Bay of Plenty,Whakatane,expired,2023-11-10 19:12:13,2023-12-19 19:12:13,True,Entry,5939,2
13929,7601,Manufacturing,Production Managers,Permanent,Part Time,Production Manager,66550.21,73860.94,"$66,550-$73,860",Waikato,Taupo,closed,2023-10-12 19:22:45,2023-11-12 19:22:45,True,Mid,2939,2
13930,8998,Education,Administration,Permanent,Part Time,Secondary Teacher,79375.29,92416.73,"$79,375-$92,416",Waikato,Hamilton,expired,2024-07-09 23:16:45,2024-08-15 23:16:45,False,Mid,2621,2
13931,8902,Legal,Compliance Officers,Permanent,Full Time,Paralegal,116387.08,146826.26,$116k-$146k,Hawkes Bay,Hastings,expired,2025-09-09 01:45:13,2025-10-05 01:45:13,True,Senior,1502,3
13932,8389,Government,Project Managers,Contract,Part Time,Communications Advisor,46807.14,51582.28,$24/hour,Otago,Wanaka,filled,2023-09-29 00:48:35,2023-10-21 00:48:35,False,Entry,4955,3
13933,7723,Manufacturing,Warehouse,Permanent,Full Time,Machine Operator,102266.98,127087.93,$102k-$127k,Manawatu-Wanganui,Whanganui,closed,2025-03-25 13:21:37,2025-05-06 13:21:37,False,Senior,2138,1
13934,7389,Construction,Quantity Surveyors,Permanent,Full Time,Junior Carpenter,48870.07,58673.79,"$48,870-$58,673",Bay of Plenty,Rotorua,filled,2024-10-27 23:25:12,2024-12-01 23:25:12,False,Entry,2797,2
13935,8852,Technology,System Administrators,Permanent,Casual,Mid Software Engineer,68118.3,87826.87,"$68,118-$87,826",Canterbury,Timaru,expired,2023-10-24 22:45:18,2023-11-12 22:45:18,False,Mid,3501,7
13936,7147,Agriculture,Farm Managers,Permanent,Full Time,Orchard Supervisor,NULL,NULL,Negotiable,Waikato,Tauranga,filled,2024-11-13 18:27:32,2024-12-15 18:27:32,False,Mid,1421,4
13937,8844,Manufacturing,Production Managers,Contract,Full Time,Warehouse Manager,NULL,NULL,Negotiable,Southland,Invercargill,filled,2025-08-19 19:00:34,2025-09-21 19:00:34,False,Senior,1644,19
13938,8689,Agriculture,Horticulture,Permanent,Full Time,Dairy Manager,127994.15,141444.99,$127k-$141k,Wellington,Wellington City,closed,2024-04-16 14:38:33,2024-05-03 14:38:33,False,Senior,3866,2
13939,7970,Manufacturing,Production Managers,Temporary,Full Time,Warehouse Manager,77302.26,98555.55,"$77,302-$98,555",Auckland,Franklin,closed,2025-05-04 09:47:06,2025-05-28 09:47:06,False,Mid,1753,2
13940,7154,Legal,Compliance Officers,Temporary,Casual,Compliance Officer,49480.74,54446.52,"$49,480-$54,446",Manawatu-Wanganui,Palmerston North,filled,2025-01-17 20:49:46,2025-02-02 20:49:46,False,Entry,1706,4
13941,7930,Retail,E-commerce,Permanent,Full Time,Store Manager,NULL,NULL,Negotiable,Wellington,Porirua,filled,2025-06-24 12:32:50,2025-07-11 12:32:50,True,Mid,1762,3
13942,7901,Education,Administration,Permanent,Full Time,Secondary Teacher,NULL,NULL,Negotiable,Canterbury,Ashburton,closed,2023-12-23 21:48:11,2024-01-14 21:48:11,False,Mid,2288,5
13943,7068,Construction,Quantity Surveyors,Contract,Full Time,Site Manager,72000.32,92148.54,$44/hour,Auckland,Auckland City,filled,2025-09-15 16:31:51,2025-10-24 16:31:51,False,Mid,1123,6
13944,7755,Legal,Paralegals,Temporary,Full Time,Legal Executive,127401.08,154073.36,$127k-$154k,Nelson-Marlborough,Nelson,filled,2023-12-25 10:31:03,2024-02-05 10:31:03,True,Senior,5945,1
13945,7083,Healthcare,Doctors,Contract,Casual,General Practitioner,79912.94,94375.18,$45/hour,Auckland,Waitakere,filled,2026-08-04 22:07:33,2026-09-18 22:07:33,False,Mid,119,3
13946,7177,Finance,Accountants,Permanent,Full Time,Finance Manager,68122.65,84332.91,"$68,122-$84,332",Taranaki,Stratford,closed,2025-07-24 23:40:03,2025-08-21 23:40:03,False,Mid,1155,10
13947,8874,Healthcare,Nurses,Permanent,Full Time,General Practitioner,NULL,NULL,Negotiable,Waikato,Hamilton,filled,2025-12-15 06:22:46,2026-01-07 06:22:46,True,Senior,798,3
13948,7357,Agriculture,Horticulture,Contract,Part Time,Viticulturist,NULL,NULL,Negotiable,Auckland,Auckland City,expired,2025-05-03 06:03:54,2025-05-23 06:03:54,False,Senior,1349,5
13949,8667,Construction,Site Managers,Contract,Full Time,Mid Carpenter,67341.25,77878.7,$37/hour,Auckland,Manukau,expired,2025-01-06 22:41:15,2025-02-06 22:41:15,False,Mid,1401,7
13950,8068,Government,Regulatory,Permanent,Casual,Communications Advisor,79221.45,92288.36,"$79,221-$92,288",Northland,Kaitaia,closed,2023-12-02 09:33:21,2024-01-06 09:33:21,False,Mid,2307,5
13951,7023,Accounting,Financial Controllers,Temporary,Full Time,Tax Accountant,126885.42,155072.03,$126k-$155k,Wellington,Wellington City,filled,2024-10-18 16:06:06,2024-11-22 16:06:06,False,Senior,2077,5
13952,7360,Agriculture,Viticulture,Permanent,Full Time,Farm Hand,111036.08,122533.04,$111k-$122k,Auckland,Auckland City,filled,2024-11-03 10:06:03,2024-12-03 10:06:03,False,Senior,4087,1
13953,7511,Healthcare,Caregivers,Permanent,Part Time,Healthcare Assistant,108192.85,137408.84,$108k-$137k,Manawatu-Wanganui,Whanganui,filled,2025-09-17 01:56:56,2025-10-09 01:56:56,False,Senior,1213,3
13954,7118,Manufacturing,Quality Control,Permanent,Full Time,Warehouse Manager,45200.73,57782.23,"$45,200-$57,782",Wellington,Wellington City,expired,2025-09-16 04:58:29,2025-10-25 04:58:29,False,Entry,1045,4
13955,8801,Education,Teacher Aides,Contract,Full Time,Teacher Aide,NULL,NULL,Negotiable,Northland,Kaitaia,filled,2024-04-05 09:40:33,2024-05-17 09:40:33,False,Senior,1929,5
13956,8752,Legal,Lawyers,Permanent,Part Time,Compliance Officer,123408.96,150492.08,$123k-$150k,Taranaki,Stratford,filled,2024-09-08 13:47:34,2024-10-20 13:47:34,True,Senior,2691,2
13957,8186,Technology,QA/Testing,Permanent,Full Time,QA Engineer,67027.16,87090.54,"$67,027-$87,090",Auckland,Papakura,filled,2025-10-02 21:56:38,2025-10-18 21:56:38,False,Mid,1819,6
13958,7663,Manufacturing,Logistics,Permanent,Full Time,Production Manager,50891.52,59479.19,"$50,891-$59,479",Waikato,Taupo,filled,2026-05-01 10:52:25,2026-06-10 10:52:25,False,Entry,334,3
13959,8333,Legal,Paralegals,Permanent,Full Time,Paralegal,70337.77,89385.8,"$70,337-$89,385",Bay of Plenty,Rotorua,expired,2025-01-06 01:22:32,2025-02-04 01:22:32,True,Mid,3034,4
13960,7312,Agriculture,Farm Workers,Permanent,Part Time,Orchard Supervisor,49123.98,62925.2,"$49,123-$62,925",Bay of Plenty,Rotorua,expired,2025-04-29 16:29:18,2025-06-07 16:29:18,False,Entry,2671,3
13961,7253,Construction,Project Managers,Permanent,Full Time,Senior Carpenter,NULL,NULL,Negotiable,Manawatu-Wanganui,Whanganui,filled,2024-09-28 14:09:00,2024-10-30 14:09:00,True,Senior,2222,4
13962,8227,Legal,Paralegals,Permanent,Full Time,Legal Executive,45711.16,58044.54,"$45,711-$58,044",Waikato,Cambridge,closed,2023-12-24 16:30:51,2024-01-20 16:30:51,True,Entry,3922,4
13963,8876,Construction,Electricians,Contract,Full Time,Site Manager,75290.7,90198.16,$43/hour,Canterbury,Christchurch,closed,2024-08-10 19:56:30,2024-09-09 19:56:30,False,Mid,2446,4
13964,7818,Technology,System Administrators,Contract,Full Time,QA Engineer,50128.48,61467.86,$29/hour,Canterbury,Timaru,closed,2026-07-05 07:27:20,2026-08-11 07:27:20,True,Entry,330,42
13965,7044,Manufacturing,Production Managers,Temporary,Full Time,Quality Controller,NULL,NULL,Negotiable,Auckland,Auckland City,filled,2025-07-10 02:59:37,2025-08-09 02:59:37,False,Mid,1045,5
13966,8892,Hospitality,Hotel Management,Permanent,Full Time,Head Chef,45118.87,55576.41,"$45,118-$55,576",Auckland,Papakura,filled,2026-04-24 18:24:54,2026-05-11 18:24:54,False,Entry,394,6
13967,8690,Healthcare,Doctors,Permanent,Part Time,Pharmacist,67235.2,83807.74,"$67,235-$83,807",Nelson-Marlborough,Blenheim,closed,2025-01-01 11:35:12,2025-01-28 11:35:12,False,Mid,2937,41
13968,7347,Retail,Sales Assistants,Permanent,Full Time,E-commerce Manager,107916.74,136386.06,$107k-$136k,Taranaki,Stratford,closed,2024-03-02 00:50:50,2024-04-08 00:50:50,False,Senior,2498,1
13969,8658,Accounting,Tax Specialists,Permanent,Full Time,Audit Manager,NULL,NULL,Negotiable,Auckland,Manukau,expired,2024-03-22 07:44:18,2024-05-05 07:44:18,False,Mid,2636,3
13970,8967,Legal,Paralegals,Permanent,Full Time,Paralegal,NULL,NULL,Negotiable,Auckland,Papakura,filled,2024-12-13 23:41:26,2025-01-03 23:41:26,False,Senior,2454,5
13971,7603,Education,Early Childhood,Contract,Full Time,Secondary Teacher,199600.93,221426.35,$106/hour,Auckland,Waitakere,closed,2023-10-15 04:45:35,2023-11-19 04:45:35,False,Executive,5042,3
13972,7644,Hospitality,Chefs,Contract,Casual,Head Chef,73779.83,93238.29,$44/hour,Auckland,Franklin,closed,2025-02-19 04:09:42,2025-03-15 04:09:42,True,Mid,1296,2
13973,7563,Education,Teacher Aides,Permanent,Full Time,Secondary Teacher,51879.81,66410.39,"$51,879-$66,410",Auckland,Auckland City,filled,2025-07-03 08:06:08,2025-08-11 08:06:08,False,Entry,1008,3
13974,7234,Manufacturing,Logistics,Contract,Full Time,Production Manager,47890.84,59253.33,$28/hour,Canterbury,Waimakariri,closed,2024-11-01 06:40:48,2024-12-10 06:40:48,True,Entry,3354,5
13975,7358,Finance,Financial Analysts,Permanent,Full Time,Financial Analyst,65252.08,82525.18,"$65,252-$82,525",Waikato,Rotorua,filled,2024-12-12 12:09:03,2025-01-09 12:09:03,True,Mid,1795,3
13976,8864,Healthcare,Pharmacists,Permanent,Part Time,General Practitioner,123059.55,147625.24,$123k-$147k,Wellington,Lower Hutt,expired,2023-08-30 11:38:03,2023-10-14 11:38:03,False,Senior,3205,4
13977,7548,Agriculture,Dairy,Permanent,Part Time,Farm Manager,103482.99,120813.78,$103k-$120k,Auckland,Manukau,filled,2025-06-16 06:14:24,2025-07-29 06:14:24,False,Senior,2245,6
13978,8737,Construction,Quantity Surveyors,Temporary,Full Time,Quantity Surveyor,101717.84,113737.94,$101k-$113k,Auckland,Auckland City,closed,2025-12-26 10:04:33,2026-01-11 10:04:33,True,Senior,671,2
13979,7070,Retail,Merchandising,Permanent,Full Time,E-commerce Manager,123058.26,139349.67,$123k-$139k,Auckland,Waitakere,expired,2025-05-27 09:54:56,2025-06-13 09:54:56,False,Senior,2728,5
13980,8009,Legal,Compliance Officers,Contract,Full Time,Compliance Officer,66427.69,75249.99,$36/hour,Canterbury,Christchurch,active,2026-08-23 15:35:46,2026-10-04 15:35:46,False,Mid,109,11
13981,7672,Government,Communications,Permanent,Casual,Communications Advisor,NULL,NULL,Negotiable,Wellington,Kapiti Coast,closed,2025-06-22 10:51:29,2025-07-10 10:51:29,True,Mid,1770,5
13982,8003,Legal,Lawyers,Permanent,Part Time,Compliance Officer,75332.99,97544.53,"$75,332-$97,544",Wellington,Upper Hutt,filled,2024-06-05 05:42:44,2024-06-22 05:42:44,False,Mid,4950,5
13983,8665,Government,Regulatory,Permanent,Part Time,Regulatory Officer,NULL,NULL,Negotiable,Auckland,Franklin,expired,2025-08-07 16:28:36,2025-08-28 16:28:36,False,Senior,1682,6
13984,7300,Hospitality,Events,Contract,Full Time,Head Chef,114486.6,135003.13,$64/hour,Auckland,Papakura,expired,2023-12-31 00:18:51,2024-01-20 00:18:51,False,Senior,2068,5
13985,7919,Education,Teacher Aides,Permanent,Casual,ECE Teacher,170920.54,214004.5,$170k-$214k,Canterbury,Selwyn,closed,2024-04-29 18:08:56,2024-05-15 18:08:56,False,Executive,2458,1
13986,7685,Hospitality,Restaurant Managers,Contract,Part Time,Events Coordinator,74025.97,95955.57,$46/hour,Wellington,Porirua,closed,2025-11-18 17:37:51,2025-12-03 17:37:51,False,Mid,1732,6
13987,8070,Retail,Merchandising,Permanent,Casual,Visual Merchandiser,100055.46,114599.01,$100k-$114k,Wellington,Kapiti Coast,closed,2025-06-12 11:44:48,2025-07-20 11:44:48,False,Senior,1868,4
13988,7753,Retail,Buyers,Contract,Full Time,Buyer,104405.43,123293.84,$59/hour,Auckland,North Shore,filled,2025-05-04 08:10:30,2025-05-27 08:10:30,False,Senior,2947,2
13989,8834,Hospitality,Events,Permanent,Full Time,Restaurant Manager,101395.17,121529.53,$101k-$121k,Hawkes Bay,Hastings,closed,2025-09-27 21:38:21,2025-10-15 21:38:21,False,Senior,1925,5
13990,8544,Education,Teachers,Permanent,Part Time,SENCO,48883.6,62775.63,"$48,883-$62,775",Gisborne,Gisborne,filled,2025-01-26 05:32:39,2025-03-09 05:32:39,False,Entry,3121,1
13991,7080,Construction,Project Managers,Permanent,Full Time,Quantity Surveyor,127572.97,140944.08,$127k-$140k,Canterbury,Selwyn,closed,2026-01-14 12:04:45,2026-02-19 12:04:45,True,Senior,1116,5
13992,7958,Accounting,Tax Specialists,Permanent,Part Time,Management Accountant,65622.41,75835.61,"$65,622-$75,835",Taranaki,Stratford,filled,2026-01-15 13:06:07,2026-02-20 13:06:07,True,Mid,1264,3
13993,8401,Agriculture,Horticulture,Temporary,Full Time,Dairy Manager,112103.1,126011.88,$112k-$126k,Auckland,Manukau,expired,2025-06-22 03:21:10,2025-07-14 03:21:10,False,Senior,2002,24
13994,8123,Manufacturing,Warehouse,Permanent,Full Time,Warehouse Manager,51970.66,63034.48,"$51,970-$63,034",Bay of Plenty,Rotorua,filled,2024-06-13 21:21:34,2024-07-09 21:21:34,False,Entry,1764,4
13995,8047,Construction,Carpenters,Permanent,Full Time,Site Manager,76772.08,97108.23,"$76,772-$97,108",Southland,Te Anau,filled,2026-01-19 13:19:18,2026-02-17 13:19:18,True,Mid,841,4
13996,7766,Government,Policy Analysts,Permanent,Full Time,Communications Advisor,74578.01,95722.77,"$74,578-$95,722",Taranaki,New Plymouth,closed,2024-06-23 10:01:06,2024-07-25 10:01:06,False,Mid,2052,4
13997,8422,Education,Administration,Permanent,Full Time,SENCO,49092.57,54710.02,"$49,092-$54,710",Nelson-Marlborough,Richmond,closed,2024-07-31 16:55:15,2024-09-12 16:55:15,False,Entry,2042,2
13998,8528,Legal,Legal Secretaries,Contract,Part Time,Paralegal,109019.96,136112.83,$65/hour,Southland,Invercargill,filled,2024-10-27 16:44:05,2024-11-17 16:44:05,True,Senior,2779,5
13999,8816,Accounting,Bookkeepers,Permanent,Casual,Tax Accountant,76197.93,97655.9,"$76,197-$97,655",Auckland,Manukau,filled,2023-12-25 21:29:50,2024-02-08 21:29:50,False,Mid,3495,2
14000,8054,Manufacturing,Logistics,Permanent,Casual,Machine Operator,NULL,NULL,Negotiable,Manawatu-Wanganui,Levin,filled,2023-08-17 19:45:04,2023-09-22 19:45:04,False,Mid,2761,6
14001,8366,Hospitality,Bar Staff,Contract,Full Time,Events Coordinator,101314.08,126191.93,$60/hour,Canterbury,Selwyn,closed,2024-08-26 09:42:01,2024-09-17 09:42:01,False,Senior,1753,2
14002,7790,Legal,Lawyers,Permanent,Casual,Legal Executive,67115.06,77524.52,"$67,115-$77,524",Southland,Gore,closed,2024-06-16 02:42:28,2024-07-18 02:42:28,True,Mid,4343,3
14003,8511,Government,Communications,Permanent,Part Time,Policy Analyst,78146.13,90789.88,"$78,146-$90,789",Auckland,Waitakere,closed,2024-04-24 01:11:42,2024-06-01 01:11:42,False,Mid,4054,3
14004,8778,Finance,Management Accountants,Contract,Full Time,Finance Manager,74003.14,92752.13,$44/hour,Northland,Paihia,filled,2024-08-15 02:29:02,2024-08-29 02:29:02,True,Mid,4261,6
14005,7474,Finance,Financial Analysts,Permanent,Full Time,Financial Analyst,115472.45,142464.42,$115k-$142k,Auckland,Manukau,closed,2026-07-15 15:56:48,2026-08-03 15:56:48,True,Senior,178,5
14006,8476,Education,Teacher Aides,Contract,Full Time,Primary Teacher,104150.87,116571.46,$56/hour,Northland,Whangarei,filled,2025-06-05 02:41:03,2025-07-16 02:41:03,False,Senior,1307,5
14007,7550,Manufacturing,Machine Operators,Contract,Full Time,Warehouse Manager,71860.33,89528.46,$43/hour,West Coast,Greymouth,expired,2025-11-23 14:22:24,2025-12-11 14:22:24,False,Mid,1259,3
14008,8868,Finance,Auditors,Permanent,Casual,Credit Controller,77996.93,100509.39,$77k-$100k,Auckland,Waitakere,closed,2025-08-06 22:33:35,2025-09-13 22:33:35,True,Mid,1045,3
14009,7868,Construction,Project Managers,Contract,Full Time,Project Manager,73620.54,87452.54,$42/hour,Waikato,Tauranga,expired,2026-06-21 02:22:58,2026-07-27 02:22:58,False,Mid,247,2
14010,8493,Healthcare,Caregivers,Permanent,Part Time,General Practitioner,78233.79,88060.79,"$78,233-$88,060",Hawkes Bay,Napier,closed,2024-10-27 16:28:13,2024-11-18 16:28:13,False,Mid,3051,8
14011,7429,Legal,Paralegals,Contract,Full Time,Legal Executive,45439.5,55039.46,$26/hour,Nelson-Marlborough,Nelson,closed,2024-07-14 13:18:58,2024-08-13 13:18:58,True,Entry,2265,2
14012,7921,Construction,Project Managers,Permanent,Full Time,Electrician,66220.17,85850.98,"$66,220-$85,850",Manawatu-Wanganui,Feilding,closed,2023-12-14 17:50:39,2024-01-18 17:50:39,False,Mid,5682,5
14013,8711,Government,Policy Analysts,Permanent,Full Time,Communications Advisor,NULL,NULL,Negotiable,Canterbury,Ashburton,filled,2024-11-20 02:49:37,2024-12-16 02:49:37,False,Mid,3590,3
14014,7801,Hospitality,Restaurant Managers,Temporary,Full Time,Restaurant Manager,NULL,NULL,Negotiable,Waikato,Rotorua,filled,2024-01-24 02:36:31,2024-02-28 02:36:31,False,Senior,4588,1
14015,8916,Hospitality,Restaurant Managers,Permanent,Casual,Barista,70592.82,79795.88,"$70,592-$79,795",Auckland,Papakura,closed,2024-11-18 03:47:26,2024-12-10 03:47:26,False,Mid,3493,5
14016,8425,Legal,Lawyers,Temporary,Part Time,Senior Lawyer,75856.34,95281.41,"$75,856-$95,281",Auckland,Manukau,filled,2024-07-20 05:29:17,2024-08-18 05:29:17,True,Mid,4293,4
14017,7813,Hospitality,Restaurant Managers,Permanent,Full Time,Restaurant Manager,78974.06,97635.14,"$78,974-$97,635",Canterbury,Selwyn,closed,2026-05-07 23:07:41,2026-06-15 23:07:41,False,Mid,742,3
14018,8340,Manufacturing,Logistics,Contract,Full Time,Production Manager,NULL,NULL,Negotiable,Canterbury,Christchurch,expired,2024-03-29 13:28:53,2024-05-06 13:28:53,False,Executive,4895,3
14019,7737,Education,Tutors,Permanent,Part Time,Teacher Aide,74022.38,83030.81,"$74,022-$83,030",Auckland,Papakura,closed,2024-12-10 22:48:19,2025-01-04 22:48:19,True,Mid,2410,4
14020,8275,Manufacturing,Logistics,Contract,Part Time,Machine Operator,77541.23,93322.49,$44/hour,Canterbury,Christchurch,expired,2023-12-31 16:59:49,2024-02-03 16:59:49,False,Mid,3513,5
14021,7700,Finance,Accountants,Permanent,Full Time,Financial Analyst,113929.88,145084.01,$113k-$145k,Waikato,Hamilton,filled,2023-08-06 08:31:20,2023-08-21 08:31:20,False,Senior,5394,1
14022,7987,Legal,Legal Secretaries,Contract,Full Time,Legal Executive,158493.71,203302.57,$97/hour,Otago,Wanaka,filled,2025-02-01 17:21:26,2025-03-05 17:21:26,False,Executive,3217,7
14023,7716,Education,Teacher Aides,Permanent,Full Time,Teacher Aide,NULL,NULL,Negotiable,Auckland,Manukau,closed,2025-04-04 19:11:57,2025-05-11 19:11:57,False,Entry,2793,6
14024,7808,Agriculture,Farm Workers,Permanent,Full Time,Dairy Manager,NULL,NULL,Negotiable,Auckland,Papakura,expired,2023-12-17 15:35:17,2024-01-17 15:35:17,False,Mid,4800,1
14025,8681,Education,Tutors,Contract,Full Time,Secondary Teacher,46771.52,55527.34,$26/hour,Auckland,Waitakere,filled,2025-12-09 11:44:58,2025-12-30 11:44:58,False,Entry,1510,4
14026,7017,Legal,Paralegals,Contract,Full Time,Compliance Officer,75671.36,85247.35,$40/hour,Wellington,Wellington City,filled,2026-06-14 09:22:59,2026-07-10 09:22:59,True,Mid,427,6
14027,7886,Legal,Compliance Officers,Permanent,Full Time,Senior Lawyer,100748.44,113296.29,$100k-$113k,Wellington,Porirua,expired,2023-09-21 09:23:42,2023-11-02 09:23:42,False,Senior,3492,7
14028,7453,Education,Teachers,Permanent,Part Time,Secondary Teacher,74199.07,91887.48,"$74,199-$91,887",Wellington,Lower Hutt,closed,2023-10-07 23:21:59,2023-11-03 23:21:59,False,Mid,4215,6
14029,7567,Finance,Payroll,Contract,Full Time,Financial Analyst,212091.53,268000.74,$128/hour,Auckland,Auckland City,filled,2024-09-17 20:01:18,2024-10-12 20:01:18,False,Executive,3666,4
14030,7939,Agriculture,Farm Workers,Contract,Full Time,Orchard Supervisor,NULL,NULL,Negotiable,Auckland,Franklin,expired,2024-02-23 04:06:24,2024-03-11 04:06:24,False,Entry,4125,5
14031,8056,Finance,Accountants,Permanent,Part Time,Accounts Manager,111861.75,138644.28,$111k-$138k,Bay of Plenty,Mount Maunganui,closed,2023-10-29 11:52:25,2023-11-26 11:52:25,False,Senior,5546,7
14032,8338,Technology,UX Designers,Permanent,Part Time,Data UX Designer,126651.4,157007.61,$126k-$157k,Wellington,Upper Hutt,closed,2026-04-12 07:50:32,2026-05-04 07:50:32,True,Senior,480,1
14033,7674,Accounting,Tax Specialists,Permanent,Full Time,Tax Accountant,70119.95,78987.47,"$70,119-$78,987",Auckland,Papakura,expired,2025-04-15 00:21:04,2025-05-23 00:21:04,True,Mid,2960,3
14034,8372,Education,Administration,Contract,Casual,Secondary Teacher,73795.36,94750.28,$45/hour,Otago,Wanaka,filled,2026-07-11 20:51:53,2026-08-03 20:51:53,False,Mid,249,4
14035,8165,Hospitality,Bar Staff,Contract,Full Time,Head Chef,117668.48,152479.88,$73/hour,Auckland,Waitakere,expired,2026-04-25 02:54:40,2026-06-09 02:54:40,True,Senior,568,2
14036,7724,Construction,Plumbers,Permanent,Casual,Project Manager,78763.98,87361.46,"$78,763-$87,361",Wellington,Porirua,filled,2024-02-02 22:29:29,2024-03-10 22:29:29,True,Mid,4303,5
14037,7910,Accounting,Tax Specialists,Permanent,Part Time,Tax Accountant,NULL,NULL,Negotiable,Canterbury,Ashburton,filled,2025-10-25 16:03:53,2025-12-01 16:03:53,False,Entry,1012,3
14038,7459,Construction,Site Managers,Contract,Part Time,Project Manager,46309.53,57937.71,$27/hour,Canterbury,Timaru,closed,2026-07-17 05:26:12,2026-08-16 05:26:12,False,Entry,351,4
14039,8600,Hospitality,Chefs,Temporary,Full Time,Duty Manager,71015.65,83833.38,"$71,015-$83,833",Wellington,Porirua,expired,2026-05-27 04:16:28,2026-06-18 04:16:28,True,Mid,364,3
14040,7636,Technology,Data Analysts,Permanent,Full Time,Product Manager,73029.93,89045.05,"$73,029-$89,045",Auckland,North Shore,filled,2024-08-31 19:19:34,2024-09-28 19:19:34,False,Mid,3950,4
14041,8412,Agriculture,Dairy,Temporary,Part Time,Orchard Supervisor,219879.61,283796.48,$219k-$283k,Wellington,Wellington City,active,2026-08-21 14:56:53,2026-09-30 14:56:53,False,Executive,62,2
14042,7875,Retail,E-commerce,Temporary,Full Time,Store Manager,79520.06,99579.48,"$79,520-$99,579",Otago,Dunedin,expired,2025-06-02 10:57:57,2025-06-28 10:57:57,False,Mid,2017,3
14043,7784,Technology,QA/Testing,Permanent,Full Time,Product Manager,69198.93,85150.77,"$69,198-$85,150",Canterbury,Selwyn,closed,2024-02-27 18:04:05,2024-03-26 18:04:05,True,Mid,3913,2
14044,8383,Technology,QA/Testing,Permanent,Full Time,Executive DevOps Engineer,162101.77,191653.44,$162k-$191k,Otago,Dunedin,filled,2025-07-03 10:55:20,2025-08-04 10:55:20,True,Executive,2115,6
14045,8760,Accounting,Accountants,Permanent,Full Time,Audit Manager,120136.02,147074.1,$120k-$147k,Canterbury,Christchurch,expired,2024-03-23 03:54:48,2024-04-17 03:54:48,True,Senior,4061,8
14046,7288,Manufacturing,Quality Control,Permanent,Full Time,Production Manager,66866.06,80646.44,"$66,866-$80,646",Waikato,Taupo,closed,2025-07-25 10:15:13,2025-09-01 10:15:13,False,Mid,1499,4
14047,8641,Education,Tutors,Contract,Part Time,Teacher Aide,45800.75,52733.8,$25/hour,Hawkes Bay,Hastings,filled,2026-01-15 03:28:02,2026-02-26 03:28:02,False,Entry,1438,1
14048,8267,Legal,Paralegals,Permanent,Full Time,Legal Executive,125068.52,158957.38,$125k-$158k,Wellington,Kapiti Coast,expired,2023-10-18 17:53:10,2023-11-27 17:53:10,True,Senior,4206,4
14049,8248,Healthcare,Mental Health,Permanent,Part Time,General Practitioner,NULL,NULL,Negotiable,Waikato,Rotorua,closed,2026-07-19 13:34:56,2026-08-13 13:34:56,False,Mid,188,5
14050,7057,Agriculture,Farm Managers,Temporary,Part Time,Dairy Manager,105783.86,128672.61,$105k-$128k,Waikato,Taupo,closed,2023-09-14 04:23:28,2023-10-22 04:23:28,False,Senior,5441,5
14051,7004,Hospitality,Chefs,Contract,Full Time,Events Coordinator,45295.21,58505.52,$28/hour,Gisborne,Gisborne,filled,2025-02-22 12:09:29,2025-04-02 12:09:29,True,Entry,1741,7
14052,7506,Education,Administration,Permanent,Casual,ECE Teacher,49760.53,58579.02,"$49,760-$58,579",Wellington,Porirua,closed,2025-10-16 10:03:21,2025-11-30 10:03:21,False,Entry,1311,1
14053,8488,Legal,Legal Secretaries,Permanent,Part Time,Compliance Officer,112937.34,134600.76,$112k-$134k,Auckland,Papakura,filled,2023-12-08 06:39:11,2024-01-06 06:39:11,False,Senior,4287,10
