listing_id,user_id,vehicle_type,make,model,year,mileage_km,fuel_type,transmission,body_type,colour,engine_cc,registration_status,asking_price,region,city,status,listed_date,sold_date,view_count,watchlist_count,enquiry_count
18609,4886,SUV,Suzuki,Jimny,2015,175684,Diesel,Automatic,Wagon,Green,1500,Registered,9264.66,Canterbury,Selwyn,sold,2025-01-16 12:45:30,2025-03-10 12:45:30,2215,366,129
18610,8363,Motorcycle,Toyota,C-HR,2013,68694,LPG,Automatic,SUV,Blue,1200,Registered,3705.77,Auckland,Franklin,expired,2025-11-11 16:05:45,NULL,1143,268,86
18611,9994,Car,Nissan,X-Trail,2022,34394,Petrol,Automatic,SUV,White,1800,Registered,26223.97,Wellington,Lower Hutt,sold,2026-04-18 11:02:50,2026-06-12 11:02:50,201,27,14
18612,1741,Car,Subaru,WRX,2021,42415,Petrol,Manual,Van,Gold,1500,Registered,27803.43,Auckland,North Shore,expired,2023-08-26 14:15:10,NULL,1812,304,140
18613,7086,Car,Toyota,Land Cruiser,2022,36459,Diesel,Manual,Ute,Blue,1600,Expired,28500.76,Hawkes Bay,Napier,expired,2026-04-04 10:23:38,NULL,314,72,21
18614,8655,Car,Nissan,Leaf,2023,39328,Diesel,Automatic,Wagon,Red,1800,Registered,29723.07,Auckland,Manukau,expired,2025-04-20 08:53:07,NULL,935,103,21
18615,6152,Car,BMW,1 Series,2021,60411,Diesel,Automatic,Coupe,White,3500,Expired,39030.49,Wellington,Wellington City,sold,2024-12-04 02:33:55,2024-12-30 02:33:55,2624,292,143
18616,8315,SUV,Ford,Focus,2017,123988,Petrol,Automatic,Van,Grey,2200,Imported - Compliance Required,13311.12,Southland,Te Anau,sold,2023-11-08 23:03:37,2023-12-08 23:03:37,1576,177,124
18617,7738,Motorcycle,Ford,Fiesta,2014,85067,Petrol,Automatic,Sedan,Grey,1200,Registered,3493.15,Auckland,North Shore,sold,2025-12-07 12:15:08,2026-01-15 12:15:08,1189,253,34
18618,6020,Ute,Holden,Astra,2012,178121,Petrol,Automatic,Ute,Grey,3000,Registered,6179.09,Auckland,Franklin,expired,2026-01-03 19:03:00,NULL,612,132,44
18619,4296,Car,Toyota,Land Cruiser,2014,112626,Petrol,Manual,Sedan,White,2200,Registered,10015.28,Auckland,North Shore,withdrawn,2024-03-27 10:53:43,NULL,3244,350,215
18620,802,Car,Ford,Focus,2019,77232,Hybrid,Manual,SUV,Silver,1800,Registered,18956.71,Bay of Plenty,Mount Maunganui,sold,2025-01-23 16:14:11,2025-02-26 16:14:11,1493,269,37
18621,7948,Car,Mercedes-Benz,C-Class,2024,23583,Hybrid,Automatic,Van,Blue,1200,Registered,46864.57,Auckland,Franklin,expired,2025-08-22 15:44:49,NULL,1189,147,86
18622,2263,Car,Mazda,BT-50,2024,22627,Petrol,Automatic,Sedan,Grey,1800,Expired,29172.04,Auckland,Franklin,sold,2024-03-05 02:35:44,2024-03-19 02:35:44,3542,461,187
18623,8958,Car,Nissan,Navara,2018,92050,Petrol,Automatic,SUV,Black,1800,Registered,23610.79,Taranaki,Stratford,sold,2024-07-15 06:09:04,2024-09-08 06:09:04,818,128,42
18624,8025,Car,Mitsubishi,ASX,2010,224604,Hybrid,Automatic,Sedan,Red,1800,Registered,1500,Auckland,North Shore,expired,2025-09-07 13:09:41,NULL,1077,212,56
18625,8819,Car,Mazda,Mazda2,2021,69350,Petrol,Manual,Van,Grey,1300,Registered,28133.34,Auckland,Papakura,expired,2024-08-29 13:49:38,NULL,1800,240,100
18626,7349,Car,Toyota,RAV4,2015,98683,Petrol,Automatic,Ute,Silver,1500,Registered,16794.21,Otago,Oamaru,expired,2024-02-11 14:03:57,NULL,3903,721,191
18627,7899,Van,Hyundai,Ioniq,2015,175270,Petrol,Automatic,SUV,Red,1200,Registered,17292.67,Wellington,Kapiti Coast,sold,2026-06-19 09:45:26,2026-07-15 09:45:26,157,36,7
18628,8985,Car,Mercedes-Benz,A-Class,2010,170337,Petrol,Automatic,Van,Silver,1800,Registered,1500,Otago,Oamaru,withdrawn,2024-04-08 14:14:55,NULL,2106,213,111
18629,7469,Motorcycle,Mitsubishi,Eclipse Cross,2020,27406,Petrol,Manual,Hatchback,White,900,On Hold,9005.68,Canterbury,Timaru,sold,2025-12-16 13:14:13,2026-01-25 13:14:13,1123,261,26
18630,8457,SUV,Mazda,BT-50,2022,55114,Diesel,Manual,Convertible,Silver,3500,Registered,29901.68,Auckland,Waitakere,sold,2026-04-15 11:56:24,2026-05-29 11:56:24,185,30,3
18631,8446,Ute,Toyota,Land Cruiser,2020,96707,Petrol,Automatic,Sedan,Black,1500,On Hold,21094.58,Waikato,Rotorua,expired,2023-11-10 12:17:23,NULL,4956,936,107
18632,1896,SUV,Toyota,Yaris,2014,118057,Petrol,Automatic,Hatchback,Silver,3500,Expired,8831.26,Wellington,Porirua,sold,2025-09-07 01:20:33,2025-09-21 01:20:33,855,101,18
18633,7470,SUV,Subaru,Legacy,2021,77583,Electric,Automatic,Sedan,Orange,NULL,Registered,23342.4,Canterbury,Waimakariri,sold,2025-05-07 06:30:07,2025-05-17 06:30:07,625,129,49
18634,480,Car,Ford,Fiesta,2024,17087,Diesel,Automatic,Coupe,Red,3000,Registered,29533.32,Auckland,Papakura,withdrawn,2025-04-09 14:25:20,NULL,2420,372,88
18635,7688,SUV,Nissan,Navara,2020,66638,LPG,CVT,Wagon,Blue,4000,On Hold,27403.68,Otago,Oamaru,sold,2024-10-18 05:02:54,2024-11-01 05:02:54,1627,286,114
18636,8193,SUV,Nissan,Pathfinder,2015,116556,Hybrid,Automatic,Hatchback,Red,1800,Registered,8196.24,Waikato,Taupo,sold,2025-01-21 17:28:11,2025-03-07 17:28:11,687,69,46
18637,4263,Car,Suzuki,Swift,2015,192774,Petrol,Automatic,Sedan,Blue,3500,Registered,12551.97,Auckland,Papakura,sold,2023-09-25 16:41:18,2023-11-04 16:41:18,3845,836,206
18638,4921,Motorcycle,Nissan,Juke,2025,6484,Petrol,Automatic,Convertible,Grey,900,Registered,12925.28,Manawatu-Wanganui,Whanganui,sold,2025-07-17 19:40:01,2025-08-08 19:40:01,422,72,21
18639,6363,SUV,Ford,Fiesta,2010,196994,Diesel,Manual,Hatchback,Red,2200,Expired,1500,Manawatu-Wanganui,Levin,sold,2026-06-22 16:57:47,2026-07-22 16:57:47,161,23,9
18640,9617,Car,Volkswagen,Golf,2017,149731,Hybrid,Automatic,SUV,Silver,3000,Registered,12057.76,Wellington,Upper Hutt,sold,2025-10-09 06:00:07,2025-10-16 06:00:07,421,77,29
18641,8470,Ute,Mitsubishi,Lancer,2023,36915,Hybrid,Manual,Van,Silver,4000,On Hold,31441.08,Taranaki,New Plymouth,sold,2023-11-19 00:26:17,2023-12-16 00:26:17,3964,728,282
18642,9814,Ute,Subaru,XV,2025,16094,Petrol,Manual,Ute,Red,1800,Registered,33359.01,Auckland,Franklin,sold,2026-03-08 12:52:36,2026-04-12 12:52:36,541,128,37
18643,9213,Motorhome,Holden,Captiva,2013,131345,Hybrid,Manual,Sedan,Grey,1200,Registered,9177.1,Wellington,Wellington City,expired,2024-03-12 02:21:29,NULL,2433,447,89
18644,9945,SUV,Suzuki,Swift,2012,212948,Petrol,Automatic,SUV,Black,1800,Registered,5056.27,Wellington,Upper Hutt,sold,2024-11-26 12:54:36,2024-12-20 12:54:36,1532,266,38
18645,4801,SUV,Holden,Cruze,2022,71100,Diesel,CVT,Ute,Green,1600,Expired,23006.06,Canterbury,Christchurch,sold,2024-01-11 05:43:58,2024-02-29 05:43:58,978,190,54
18646,4176,Car,Nissan,Qashqai,2012,188207,Petrol,Automatic,SUV,Red,1500,Registered,9216.72,Canterbury,Waimakariri,withdrawn,2026-04-03 15:33:44,NULL,373,72,18
18647,8479,Car,Hyundai,Kona,2014,116483,Diesel,Automatic,Hatchback,White,4000,Expired,9503.17,Canterbury,Ashburton,expired,2024-06-17 20:54:45,NULL,1985,453,74
18648,8623,Car,BMW,5 Series,2016,83176,Electric,Automatic,Sedan,Grey,NULL,On Hold,27778.53,Auckland,Waitakere,sold,2024-11-30 17:33:22,2025-01-04 17:33:22,1507,259,115
18649,8598,Van,Mitsubishi,Eclipse Cross,2023,33197,Hybrid,Manual,Sedan,Blue,1800,Registered,25946.72,Hawkes Bay,Napier,expired,2026-01-23 19:06:26,NULL,494,57,15
18650,5359,Motorcycle,Subaru,Legacy,2025,4878,Petrol,Manual,Sedan,Silver,500,Registered,13954.04,Manawatu-Wanganui,Palmerston North,sold,2026-05-21 17:38:20,2026-06-17 17:38:20,263,42,10
18651,7486,Car,Toyota,RAV4,2017,151481,Diesel,Manual,Hatchback,Black,1300,Registered,12828.53,Otago,Dunedin,expired,2024-07-29 13:01:44,NULL,1493,218,94
18652,2779,SUV,Toyota,Yaris,2019,77144,Diesel,Manual,Van,Red,1500,Expired,19594.67,Waikato,Taupo,sold,2025-06-10 12:24:35,2025-07-04 12:24:35,1811,173,114
18653,7896,Car,Subaru,Forester,2020,72892,Hybrid,Automatic,Coupe,Gold,3000,Registered,21620.75,Auckland,Manukau,withdrawn,2025-04-18 13:00:49,NULL,2238,392,165
18654,6971,Car,Holden,Captiva,2023,36841,Diesel,Automatic,SUV,Bronze,2200,On Hold,26570.81,Auckland,Franklin,sold,2023-10-31 21:09:47,2023-12-24 21:09:47,5036,1074,345
18655,8224,Motorcycle,Hyundai,Tucson,2015,68402,Petrol,CVT,SUV,Black,750,Expired,5475.02,Auckland,Waitakere,sold,2026-04-09 09:24:40,2026-06-01 09:24:40,399,50,26
18656,8943,SUV,Hyundai,Tucson,2018,66461,Petrol,Manual,Sedan,Black,3500,Registered,20149.38,Auckland,Auckland City,expired,2024-12-23 17:32:45,NULL,707,158,47
18657,8471,SUV,Honda,Fit,2020,69381,Hybrid,Manual,Ute,Green,2500,Imported - Compliance Required,23135.82,Waikato,Taupo,expired,2023-08-13 11:27:51,NULL,2020,287,140
18658,1637,Car,Toyota,Land Cruiser,2023,44114,Hybrid,Automatic,Hatchback,White,1000,Registered,31668.77,Auckland,Papakura,sold,2025-02-23 21:56:57,2025-04-17 21:56:57,2620,578,126
18659,8878,Boat,Mitsubishi,Triton,2018,119222,Petrol,Automatic,SUV,Red,3500,Expired,37831.78,Canterbury,Selwyn,sold,2025-12-26 16:40:14,2026-02-13 16:40:14,1002,88,75
18660,8055,Car,Mazda,CX-5,2016,169084,Diesel,CVT,Hatchback,Grey,3000,Registered,14983.57,Auckland,Papakura,sold,2024-08-15 21:55:33,2024-09-11 21:55:33,2731,264,148
18661,7995,Ute,Nissan,Qashqai,2014,190876,Diesel,Automatic,Ute,Grey,4000,Registered,6990.47,Auckland,Waitakere,expired,2025-05-22 10:48:12,NULL,1201,192,43
18662,5057,SUV,Mitsubishi,ASX,2015,197932,Petrol,CVT,Hatchback,Black,4000,Imported - Compliance Required,14284.61,Otago,Oamaru,sold,2025-12-26 08:58:37,2026-01-31 08:58:37,665,92,45
18663,8183,Car,Hyundai,Venue,2013,215131,Diesel,Automatic,Sedan,Grey,3500,Expired,9282.94,Hawkes Bay,Napier,sold,2023-12-04 05:07:29,2023-12-26 05:07:29,1952,469,86
18664,8968,SUV,Mazda,MX-5,2021,50625,Hybrid,Automatic,Hatchback,Green,1200,Registered,22453.15,Auckland,Auckland City,sold,2024-09-17 01:43:20,2024-10-30 01:43:20,2489,356,195
18665,8358,SUV,Mazda,CX-30,2021,40930,Electric,Automatic,Ute,Green,NULL,Registered,24347.73,Northland,Paihia,expired,2025-08-16 08:36:45,NULL,1388,300,63
18666,2373,Ute,Nissan,Juke,2024,16542,Petrol,Automatic,SUV,Bronze,1000,Registered,27752.45,Nelson-Marlborough,Blenheim,sold,2025-08-20 10:49:23,2025-10-08 10:49:23,472,40,26
18667,7233,Car,Audi,Q7,2022,67089,Diesel,Automatic,Van,Red,1500,Expired,47437.81,Southland,Gore,withdrawn,2025-10-14 14:49:18,NULL,949,214,51
18668,4516,Car,Ford,Mustang,2021,41931,Petrol,Automatic,SUV,Silver,3500,Registered,24617.94,Wellington,Kapiti Coast,expired,2024-10-04 14:22:57,NULL,2327,475,177
18669,8915,Boat,Subaru,Outback,2011,239299,Petrol,Automatic,Sedan,Silver,3500,Registered,15211.59,Nelson-Marlborough,Richmond,sold,2026-06-18 21:39:29,2026-06-26 21:39:29,223,41,14
18670,5834,Car,Subaru,WRX,2022,51134,Petrol,Automatic,Sedan,Red,1600,Registered,22727.63,Taranaki,New Plymouth,expired,2024-02-09 19:49:12,NULL,1741,258,71
18671,6177,Ute,Honda,City,2025,14991,Petrol,CVT,SUV,Silver,1000,Registered,37525.43,Auckland,Waitakere,sold,2025-12-01 15:25:54,2025-12-23 15:25:54,1157,205,58
18672,4522,Car,Subaru,Outback,2018,100717,Diesel,Manual,SUV,Black,1500,Registered,23744.65,Auckland,Auckland City,sold,2024-09-06 08:17:25,2024-11-05 08:17:25,852,69,66
18673,4092,Car,Ford,Everest,2024,25352,Petrol,Automatic,Sedan,Grey,4000,Expired,33739.45,Canterbury,Waimakariri,sold,2026-06-05 10:24:18,2026-06-17 10:24:18,332,47,8
18674,197,Ute,Audi,A3,2021,45842,Electric,Automatic,Hatchback,Orange,NULL,Registered,31972.36,Otago,Queenstown,expired,2024-07-25 09:41:02,NULL,1745,251,109
18675,7976,Car,Ford,Fiesta,2022,70678,Petrol,Automatic,Coupe,Grey,3000,Imported - Compliance Required,26857.78,Wellington,Kapiti Coast,sold,2024-08-06 10:25:18,2024-08-25 10:25:18,1486,138,47
18676,8427,SUV,Mazda,CX-5,2017,126909,Petrol,Automatic,Sedan,White,3500,Registered,15138.93,Manawatu-Wanganui,Levin,sold,2024-03-22 13:37:24,2024-03-26 13:37:24,1599,370,88
18677,8398,Car,Mercedes-Benz,CLA,2025,14779,Hybrid,Automatic,Hatchback,Orange,1000,Imported - Compliance Required,47078.54,Taranaki,Stratford,sold,2023-11-02 16:49:32,2023-11-14 16:49:32,4315,666,225
18678,7738,Car,Nissan,Leaf,2026,0,LPG,CVT,Van,Gold,1600,On Hold,32031.34,Manawatu-Wanganui,Whanganui,sold,2023-09-01 20:11:24,2023-10-11 20:11:24,4613,1036,168
18679,8859,Motorcycle,Mazda,CX-3,2023,20757,Petrol,Manual,SUV,Grey,125,On Hold,10816.51,Wellington,Lower Hutt,sold,2024-03-29 21:13:16,2024-04-08 21:13:16,3752,815,170
18680,319,Motorcycle,Ford,Falcon,2026,0,Electric,CVT,Sedan,Silver,NULL,On Hold,14461.34,Nelson-Marlborough,Richmond,sold,2024-12-12 20:37:32,2025-01-05 20:37:32,1070,228,27
18681,2265,Car,Mazda,CX-30,2016,156080,Petrol,Automatic,Hatchback,White,2200,Registered,19788.18,Wellington,Upper Hutt,sold,2024-04-11 07:10:55,2024-05-09 07:10:55,2829,696,138
18682,7236,Car,Mercedes-Benz,GLC,2024,32613,Petrol,Automatic,Coupe,Black,1600,Registered,41190.43,Waikato,Hamilton,expired,2024-12-17 20:07:08,NULL,2278,365,175
18683,8879,SUV,Holden,Captiva,2026,0,LPG,Automatic,Ute,Red,2200,Registered,33525.68,Wellington,Lower Hutt,expired,2026-05-18 02:40:10,NULL,164,13,10
18684,1758,Motorcycle,Holden,Captiva,2014,60174,Petrol,CVT,Sedan,Blue,650,Registered,3573.67,Auckland,Papakura,expired,2023-09-17 18:46:44,NULL,2565,481,60
18685,4112,Car,Audi,Q5,2026,0,Petrol,CVT,Ute,Silver,2500,On Hold,50421.86,Hawkes Bay,Havelock North,sold,2026-01-30 08:55:24,2026-02-16 08:55:24,333,69,11
18686,7233,Motorcycle,Toyota,RAV4,2026,0,Petrol,Manual,Ute,White,300,Registered,12469.79,Auckland,Franklin,expired,2024-03-23 08:26:59,NULL,2905,478,182
18687,7554,Van,Toyota,Land Cruiser,2021,42161,Petrol,Manual,Wagon,White,4000,Registered,25532.33,Waikato,Hamilton,sold,2023-10-13 10:31:17,2023-12-01 10:31:17,1543,214,83
18688,7284,Car,BMW,X1,2021,65940,Petrol,Automatic,SUV,Silver,2500,Registered,40772.06,Otago,Dunedin,sold,2023-08-02 19:09:07,2023-09-02 19:09:07,1721,341,64
18689,5299,Car,Mazda,Mazda3,2019,58950,Petrol,Automatic,Sedan,Blue,1500,Registered,19335.18,Otago,Oamaru,sold,2026-05-31 08:30:59,2026-06-27 08:30:59,310,39,23
18690,5477,Car,Holden,Colorado,2023,50179,Petrol,Automatic,Hatchback,Black,1500,Registered,33166.43,Wellington,Upper Hutt,expired,2025-10-15 03:37:54,NULL,726,177,51
18691,5021,Car,Ford,Ranger,2026,0,Electric,Manual,Ute,White,NULL,Registered,30399.73,Auckland,Manukau,sold,2024-07-13 19:24:04,2024-07-21 19:24:04,1640,302,42
18692,6693,Car,Toyota,C-HR,2021,87404,Petrol,Automatic,Sedan,Grey,3500,Imported - Compliance Required,29217.08,Auckland,Manukau,sold,2024-12-03 05:57:02,2025-01-23 05:57:02,2391,424,136
18693,4405,SUV,Hyundai,Ioniq,2026,0,Petrol,CVT,Sedan,Black,1500,Registered,35211.41,Bay of Plenty,Rotorua,sold,2024-02-09 23:19:35,2024-02-24 23:19:35,1692,249,62
18694,8654,SUV,Honda,City,2024,24764,Petrol,Automatic,Van,Blue,1800,Registered,32560.28,Wellington,Kapiti Coast,expired,2026-02-08 12:20:46,NULL,558,128,20
18695,7837,SUV,Toyota,Land Cruiser,2025,15155,Petrol,CVT,Hatchback,Silver,3500,Expired,32948.15,Wellington,Upper Hutt,withdrawn,2024-05-27 09:09:03,NULL,1665,322,79
18696,7731,Car,Holden,Astra,2017,122151,Diesel,CVT,Wagon,Blue,2000,Registered,18727.75,Auckland,Papakura,expired,2024-01-26 12:55:09,NULL,1633,227,76
18697,9011,Car,Honda,Fit,2021,48259,Diesel,Manual,Wagon,Bronze,2500,On Hold,24873.82,Auckland,Franklin,expired,2025-02-14 05:03:01,NULL,1289,285,67
18698,8464,Car,Honda,HR-V,2026,0,Petrol,Automatic,Hatchback,Green,3500,Registered,34398.14,Waikato,Tauranga,sold,2024-09-24 02:42:30,2024-10-03 02:42:30,1336,118,42
18699,8634,Car,Mazda,MX-5,2020,100416,Electric,CVT,Wagon,White,NULL,Registered,27821.27,Southland,Invercargill,expired,2024-01-24 07:53:28,NULL,3559,569,252
18700,7563,Van,Honda,HR-V,2024,31915,Petrol,Manual,Wagon,Red,1500,Registered,27288.91,Waikato,Hamilton,sold,2025-02-28 02:58:44,2025-04-26 02:58:44,2364,513,159
18701,7956,SUV,Ford,Mustang,2024,30141,Petrol,Automatic,SUV,Silver,2200,Registered,35083.41,Hawkes Bay,Hastings,sold,2025-05-22 22:12:30,2025-06-23 22:12:30,1175,168,93
18702,8033,Car,Mitsubishi,Triton,2022,45762,Electric,Automatic,Sedan,Green,NULL,Registered,31681.0,Taranaki,Stratford,sold,2024-05-10 17:42:44,2024-06-15 17:42:44,3288,528,198
18703,7160,Car,Mitsubishi,Lancer,2017,81807,Diesel,Automatic,Sedan,White,1800,Registered,17798.81,Waikato,Hamilton,sold,2024-11-21 21:14:22,2024-12-11 21:14:22,1378,133,109
18704,3601,Ute,Toyota,RAV4,2020,85509,Diesel,Automatic,SUV,Blue,3000,Registered,23426.15,Wellington,Upper Hutt,expired,2024-07-12 11:30:47,NULL,3304,325,123
18705,3781,SUV,Nissan,Qashqai,2017,74496,Electric,Automatic,Coupe,White,NULL,On Hold,17933.53,Taranaki,Stratford,sold,2024-01-30 14:18:00,2024-02-16 14:18:00,3657,492,220
18706,8174,Motorcycle,Mazda,MX-5,2024,8695,Petrol,Manual,SUV,Grey,900,Registered,11092.35,Wellington,Wellington City,sold,2025-07-18 14:33:21,2025-08-13 14:33:21,1359,122,90
18707,8643,Car,Toyota,Camry,2025,13711,Hybrid,Manual,Coupe,Grey,3500,Registered,35569.87,Northland,Kerikeri,sold,2025-02-27 11:01:56,2025-03-06 11:01:56,952,236,26
18708,5563,Ute,Toyota,Camry,2017,86719,Petrol,Automatic,SUV,Green,2200,Registered,12603.59,Waikato,Taupo,expired,2025-08-26 13:16:07,NULL,979,129,48
18709,8973,Car,Toyota,Corolla,2017,154758,Diesel,CVT,Convertible,Blue,2200,On Hold,15675.08,Bay of Plenty,Mount Maunganui,sold,2023-12-10 02:06:34,2023-12-18 02:06:34,1637,211,66
18710,8368,Car,Mercedes-Benz,C-Class,2026,0,Hybrid,Manual,SUV,Orange,2000,On Hold,47458.94,Hawkes Bay,Havelock North,sold,2026-02-04 01:10:47,2026-04-03 01:10:47,322,55,21
18711,7996,Motorhome,BMW,3 Series,2026,0,Petrol,Automatic,SUV,White,3000,Expired,56508.95,Wellington,Lower Hutt,expired,2024-09-08 09:25:23,NULL,3084,506,175
18712,7848,SUV,Mitsubishi,ASX,2020,74590,Petrol,Automatic,Hatchback,Black,3500,Registered,23576.14,Auckland,Manukau,sold,2025-08-14 06:10:40,2025-10-07 06:10:40,1187,184,68
18713,1419,Car,Ford,Escape,2012,244033,Hybrid,Automatic,Hatchback,White,1000,Imported - Compliance Required,5509.08,Auckland,Franklin,sold,2024-02-09 03:36:12,2024-02-25 03:36:12,1737,342,65
18714,426,Motorhome,Toyota,Land Cruiser,2025,11492,Petrol,Manual,SUV,Silver,1500,Registered,32767.39,Hawkes Bay,Hastings,expired,2025-06-20 18:53:23,NULL,1658,319,65
18715,4192,Motorcycle,Nissan,Pathfinder,2021,25773,Hybrid,Automatic,SUV,Bronze,600,Expired,11946.5,Waikato,Rotorua,withdrawn,2026-05-06 03:23:37,NULL,296,72,9
18716,7988,Car,Ford,Mustang,2016,141802,Diesel,Automatic,Sedan,Black,3000,Registered,18475.65,Auckland,North Shore,sold,2024-05-27 14:53:04,2024-06-16 14:53:04,3490,390,71
18717,6147,Ute,Nissan,Juke,2016,155737,Hybrid,Automatic,SUV,Grey,2200,Registered,17029.6,Auckland,North Shore,sold,2023-12-28 19:20:38,2023-12-31 19:20:38,3010,313,172
18718,314,Car,Suzuki,Vitara,2020,107263,Petrol,Automatic,Hatchback,White,3500,Registered,18799.76,Auckland,Auckland City,sold,2025-08-07 19:30:21,2025-08-11 19:30:21,1465,135,82
18719,3936,Van,Mitsubishi,Outlander,2019,100904,Petrol,Manual,Ute,Red,1500,Registered,23011.92,Canterbury,Selwyn,expired,2025-06-13 14:59:23,NULL,1169,124,45
18720,8206,Car,Mazda,MX-5,2025,13750,Petrol,Automatic,Convertible,Red,3000,Registered,32042.32,Auckland,Franklin,withdrawn,2025-01-12 11:30:02,NULL,2100,395,166
18721,8253,SUV,Toyota,RAV4,2022,33330,Hybrid,Automatic,SUV,Gold,1500,Registered,28529.44,Auckland,Franklin,expired,2025-10-01 00:47:12,NULL,659,86,21
18722,7478,Motorcycle,Suzuki,Vitara,2019,34273,Petrol,Automatic,Van,Grey,500,Registered,9585.19,Hawkes Bay,Hastings,sold,2025-06-01 01:52:08,2025-07-17 01:52:08,1917,213,66
18723,4069,Boat,Kia,Sorento,2011,189491,Petrol,Automatic,SUV,Red,1600,Registered,1570.12,Wellington,Lower Hutt,expired,2025-06-15 19:53:17,NULL,517,79,18
18724,7608,Motorhome,Subaru,WRX,2020,104048,Hybrid,Automatic,Sedan,Black,2000,Registered,27296.16,Canterbury,Christchurch,expired,2024-12-16 14:25:13,NULL,1010,234,66
18725,7364,Car,Toyota,Land Cruiser,2017,106814,Petrol,Manual,Sedan,Silver,1800,Registered,17541.84,Waikato,Hamilton,sold,2026-05-18 04:03:42,2026-07-17 04:03:42,265,55,12
18726,5391,Motorhome,Mazda,CX-30,2022,58011,Petrol,Manual,SUV,Blue,3000,Registered,27833.14,Northland,Kerikeri,sold,2025-02-13 06:39:41,2025-04-11 06:39:41,1898,315,148
18727,7470,Ute,Mazda,CX-5,2015,134471,Diesel,Manual,Wagon,Green,1200,Registered,14095.7,Waikato,Tauranga,sold,2025-02-24 22:31:37,2025-03-25 22:31:37,1034,132,32
18728,7933,SUV,Mazda,Mazda3,2012,170917,Diesel,Automatic,Hatchback,Silver,3500,Registered,6724.2,Wellington,Wellington City,sold,2026-01-15 22:18:30,2026-02-10 22:18:30,866,161,43
18729,7586,SUV,Mercedes-Benz,E-Class,2016,116306,Petrol,Automatic,SUV,Grey,1200,Expired,27511.48,Auckland,Auckland City,sold,2024-04-11 09:30:11,2024-04-19 09:30:11,2917,522,194
18730,4611,SUV,BMW,X1,2017,76008,Petrol,CVT,SUV,Silver,4000,Registered,19206.91,Wellington,Lower Hutt,sold,2024-11-27 19:32:25,2025-01-06 19:32:25,1740,205,40
18731,4047,Car,Toyota,Corolla,2014,209500,Diesel,Automatic,Ute,White,4000,Registered,8960.56,Wellington,Lower Hutt,expired,2025-06-22 01:14:38,NULL,1638,367,90
18732,7785,Car,Holden,Colorado,2021,53756,Electric,CVT,Ute,Grey,NULL,On Hold,25447.96,Auckland,Manukau,sold,2026-06-14 09:05:32,2026-07-20 09:05:32,229,30,4
18733,8374,Ute,Toyota,Hilux,2021,68703,Petrol,Manual,Wagon,Grey,1800,On Hold,27555.44,Auckland,Franklin,sold,2025-05-13 07:44:58,2025-05-26 07:44:58,1504,349,98
18734,4167,Car,Toyota,RAV4,2026,0,Petrol,Automatic,Ute,Bronze,3500,Registered,37121.89,Otago,Dunedin,sold,2024-10-31 08:00:23,2024-11-08 08:00:23,771,169,39
18735,7371,Car,Kia,Cerato,2021,63964,Petrol,Automatic,Sedan,White,1300,Registered,21015.36,Hawkes Bay,Hastings,expired,2024-03-17 00:33:30,NULL,2752,475,157
18736,6354,Car,Nissan,Leaf,2020,71721,Hybrid,Automatic,Convertible,White,3000,Expired,26028.89,Northland,Kerikeri,sold,2025-04-04 02:08:05,2025-04-15 02:08:05,1258,290,80
18737,7508,Car,Toyota,Land Cruiser,2023,30684,Petrol,Automatic,Sedan,Gold,2500,Registered,24217.37,Auckland,Auckland City,sold,2024-05-17 18:33:32,2024-07-04 18:33:32,1389,186,48
18738,7323,Car,BMW,5 Series,2017,139730,Diesel,Automatic,Van,Silver,2500,Registered,32181.21,Waikato,Taupo,sold,2025-04-13 16:39:57,2025-04-20 16:39:57,1247,184,78
18739,8170,Motorcycle,Hyundai,Ioniq,2025,5726,Diesel,CVT,Van,White,750,Registered,14241.01,Otago,Dunedin,withdrawn,2025-12-01 03:53:21,NULL,385,96,25
18740,7878,Motorcycle,Mazda,Mazda2,2021,32372,Hybrid,Manual,Wagon,Black,300,Registered,9762.37,Auckland,Manukau,withdrawn,2025-09-11 13:57:45,NULL,1075,206,85
18741,7064,Car,Ford,Mustang,2013,138180,Diesel,CVT,Ute,Silver,1000,Registered,7327.57,Auckland,North Shore,sold,2024-12-13 17:09:30,2025-02-11 17:09:30,1992,184,89
18742,4169,Van,BMW,X5,2026,0,Diesel,CVT,Ute,Blue,1800,Registered,45568.2,Nelson-Marlborough,Richmond,expired,2023-10-26 01:47:00,NULL,3636,569,176
18743,8486,Boat,Ford,Fiesta,2024,24582,Petrol,Manual,Sedan,Black,1200,Imported - Compliance Required,53304.41,Waikato,Taupo,sold,2023-11-21 20:47:04,2024-01-11 20:47:04,4238,385,264
18744,3704,Car,Mazda,BT-50,2021,43607,Diesel,CVT,Hatchback,Blue,1600,Registered,24819.07,Auckland,Auckland City,withdrawn,2024-06-09 10:33:58,NULL,3871,728,240
18745,7766,Motorcycle,Honda,Jazz,2025,6069,Diesel,CVT,Hatchback,White,500,Registered,13910.49,Wellington,Porirua,withdrawn,2024-12-07 19:54:19,NULL,2747,250,80
18746,8041,Van,Toyota,Land Cruiser,2018,115115,Petrol,CVT,Ute,Silver,2200,Registered,14299.81,Auckland,North Shore,sold,2024-03-13 21:58:01,2024-03-22 21:58:01,3541,410,239
